Run,IMA,Subject,Session,Blocknumber,Blocktype,Stimulus,ProbeTrial,Correct,StimulusDuration,GrayDuration,ChoiceDuration,ITIDuration,CorrectLocation,UpperRightChoice,LowerRightChoice,LowerLeftChoice,UpperLeftChoice,CorrectChoiceStim,ChoiceLocation,ChoiceStimuli,PercentFixationStim,MedianDistanceStim,Complete
21,26,Jeeves,2024-06-13,1,Chromatic,Dodecagon,1,0,3,0,1,3,LowerLeft,LightRed,DarkYellow,DarkTurquiose,LightBlue,DarkTurquiose,None,None,0.255555555555556,2.54707959760937,1
21,26,Jeeves,2024-06-13,2,Chromatic,Puzzle,1,0,3,0,1,3,UpperLeft,LightGray,LightGreen,DarkTurquiose,DarkPurple,DarkPurple,None,None,0.111111111111111,7.60553863598988,1
21,26,Jeeves,2024-06-13,3,Chromatic,Hourglass,1,0,3,0,1,3,LowerRight,DarkTurquiose,LightRed,DarkPurple,DarkYellow,LightRed,UpperLeft,DarkYellow,0.466666666666667,1.06576741512608,1
21,26,Jeeves,2024-06-13,4,Colors,LightGreen,1,1,3,0,1,3,UpperLeft,Venn,Sawblade,Spike,Lock,Lock,UpperLeft,Lock,0.440740740740741,1.14811603988362,1
21,26,Jeeves,2024-06-13,5,Colors,LightGreen,1,0,3,0,1,3,LowerLeft,Spike,Hourglass,Lock,Puzzle,Lock,None,None,0.0518518518518519,2.89413857960881,1
21,26,Jeeves,2024-06-13,6,Chromatic,Puzzle,1,1,3,0,1,3,UpperLeft,LightBlue,LightGray,LightGreen,DarkPurple,DarkPurple,UpperLeft,DarkPurple,0.537037037037037,0.975071271797576,1
21,26,Jeeves,2024-06-13,7,Chromatic,Lock,1,0,3,0,1,3,LowerLeft,DarkYellow,LightBlue,LightGreen,DarkTurquiose,LightGreen,None,None,0.433333333333333,1.16860632302337,1
21,26,Jeeves,2024-06-13,8,Colors,LightRed,1,0,3,0,1,3,LowerLeft,Sawblade,Venn,Hourglass,Dodecagon,Hourglass,UpperLeft,Dodecagon,0.162962962962963,1.81410019469171,1
21,26,Jeeves,2024-06-13,9,Colors,LightBlue,1,0,3,0,1,3,LowerRight,Lock,Sawblade,Spike,Dodecagon,Sawblade,LowerLeft,Spike,0.681481481481481,0.679853991415371,1
21,26,Jeeves,2024-06-13,10,Colors,LightRed,1,1,3,0,1,3,UpperRight,Hourglass,Dodecagon,Puzzle,Spike,Hourglass,UpperRight,Hourglass,0.344444444444444,1.807044769516,1
21,26,Jeeves,2024-06-13,11,Colors,DarkYellow,1,1,3,0,1,3,UpperLeft,Puzzle,Hourglass,Dodecagon,Spike,Spike,UpperLeft,Spike,0.803703703703704,0.616127674592976,1
21,26,Jeeves,2024-06-13,12,Chromatic,Hourglass,1,1,3,0,1,3,LowerLeft,DarkTurquiose,LightGray,LightRed,DarkPurple,LightRed,LowerLeft,LightRed,0.588888888888889,0.8590652072837,1
21,26,Jeeves,2024-06-13,13,Colors,LightBlue,1,1,3,0,1,3,LowerLeft,Dodecagon,Lock,Sawblade,Hourglass,Sawblade,LowerLeft,Sawblade,0.903703703703704,0.538360206267306,1
21,26,Jeeves,2024-06-13,14,Colors,DarkTurquiose,1,1,3,0,1,3,UpperRight,Dodecagon,Lock,Sawblade,Hourglass,Dodecagon,UpperRight,Dodecagon,0.58364312267658,0.834754943194796,1
21,26,Jeeves,2024-06-13,15,Colors,LightRed,1,1,3,0,1,3,LowerRight,Lock,Hourglass,Venn,Puzzle,Hourglass,LowerRight,Hourglass,0.490706319702602,1.05272253916586,1
