1,2,3,4,5
0.730337078651685,0.988505747126437,0.942528735632184,1,1
0.1,0.153846153846154,0.282608695652174,0.528089887640449,0.344444444444444
0.922222222222222,0.943181818181818,1,1,0.944444444444444
0.0888888888888889,0.150537634408602,0.277777777777778,0.0813953488372093,0.450549450549451
0.911111111111111,0.954545454545455,0.919540229885057,0.838709677419355,1
0.377777777777778,0.511111111111111,0.0967741935483871,0.137931034482759,0.456521739130435
0.944444444444444,1,0.943181818181818,0.944444444444444,0.931034482758621
0.144444444444444,0.133333333333333,0.233333333333333,0.032258064516129,0.292134831460674
0.977777777777778,0.89010989010989,0.766666666666667,0.887640449438202,0.967391304347826
0.266666666666667,0.137931034482759,0.444444444444444,0.130434782608696,0.211111111111111
0.944444444444444,0.967032967032967,1,0.837209302325581,0.923913043478261
0.177777777777778,0.348314606741573,0.376470588235294,0.2,0.5
0.855555555555556,0.922222222222222,1,1,0.902173913043478
0.188888888888889,0.271739130434783,0.290322580645161,0.177777777777778,0.21978021978022
0.811111111111111,0.955555555555556,0.933333333333333,0.9,0.911111111111111
0.211111111111111,0.208791208791209,0.241758241758242,0.25,0.213483146067416
0.866666666666667,0.886363636363636,0.932584269662921,1,1
0.211111111111111,0.233333333333333,0.228260869565217,0.244186046511628,0.456521739130435
0.844444444444444,0.9,1,1,0.988636363636364
0.422222222222222,0.393258426966292,0.366666666666667,0.380434782608696,0.266666666666667
1,0.945652173913043,1,0.933333333333333,0.752808988764045
0.133333333333333,0.258426966292135,0.177777777777778,0.369565217391304,0.222222222222222
0.722222222222222,0.945652173913043,0.817204301075269,1,0.847826086956522
0.366666666666667,0.206896551724138,0.218390804597701,0.467391304347826,0.298850574712644
0.966666666666667,0.820224719101124,0.777777777777778,0.920454545454545,0.914893617021277
0.255555555555556,0.414893617021277,0.395604395604396,0.233333333333333,0.275862068965517
0.833333333333333,0.797752808988764,0.8,0.898876404494382,0.688888888888889
0.333333333333333,0.318681318681319,0.373626373626374,0.213483146067416,0.0222222222222222
0.844444444444444,0.719101123595506,1,0.765957446808511,0.233333333333333
0.322222222222222,0.296703296703297,0.282608695652174,0.267441860465116,0.032258064516129
0.855555555555556,0.795454545454545,0.738636363636364,0.844444444444444,0.738636363636364
0.522222222222222,0.337078651685393,0.3,0.369565217391304,0.33695652173913
1,0.967391304347826,0.622222222222222,0.966666666666667,0.954022988505747
0.255555555555556,0.544444444444444,0.314606741573034,0.32967032967033,0.277777777777778
0.577777777777778,1,0.752688172043011,0.955056179775281,0.747252747252747
0.622222222222222,0.348837209302326,0.318181818181818,0.478260869565217,0.325842696629214
0.933333333333333,0.8,0.793478260869565,0.767441860465116,0.89247311827957
0.377777777777778,0.419354838709677,0.4,0.377777777777778,0.35632183908046
0.911111111111111,0.922222222222222,0.933333333333333,0.923913043478261,0.833333333333333
0.522222222222222,0.384615384615385,0.414893617021277,0.566666666666667,0.433333333333333
1,0.885057471264368,0.955056179775281,0.630434782608696,0.666666666666667
0.477777777777778,0.43010752688172,0.391304347826087,0.359550561797753,0.391304347826087
0.911111111111111,0.793103448275862,0.898876404494382,0.711111111111111,0.674157303370786
0.388888888888889,0.433333333333333,0.359550561797753,0.436781609195402,0.41304347826087
0.655555555555556,0.533333333333333,0.6,0.8,0.681818181818182
0.122222222222222,0.444444444444444,0.422222222222222,0.526881720430108,0.488888888888889
0.577777777777778,0.935483870967742,0.933333333333333,0.808988764044944,0.629213483146067
0.377777777777778,0.454545454545455,0.426966292134831,0.304347826086957,0.388888888888889
0.611111111111111,0.842696629213483,0.806451612903226,0.579545454545455,0.688172043010753
0.344444444444444,0.477777777777778,0.465116279069767,0.466666666666667,0.465116279069767
0.633333333333333,0.876404494382023,0.933333333333333,0.9,0.688888888888889
0.477777777777778,0.595744680851064,0.450549450549451,0.488888888888889,0.549450549450549
0.477777777777778,1,0.855555555555556,0.521739130434783,0.555555555555556
0.5,0.516483516483517,0.483870967741935,0.460674157303371,0.351648351648352
0.533333333333333,0.781609195402299,0.744444444444444,0.769230769230769,0.355555555555556
0.522222222222222,0.477777777777778,0.611111111111111,0.523255813953488,0.532608695652174
0.766666666666667,0.824175824175824,0.910112359550562,0.466666666666667,0.0340909090909091
0.488888888888889,0.533333333333333,0.533333333333333,0.593406593406593,0.1
0.877777777777778,0.652173913043478,0.550561797752809,0.674157303370786,0.777777777777778
0.533333333333333,0.517241379310345,0.488888888888889,0.553191489361702,0.555555555555556
0.966666666666667,0.688888888888889,0.815217391304348,0.685393258426966,0.489130434782609
0.477777777777778,0.511111111111111,0.550561797752809,0.615384615384615,0.528735632183908
0.966666666666667,0.822222222222222,0.633333333333333,0.670454545454545,0.813186813186813
0.577777777777778,0.644444444444444,0.556818181818182,0.533333333333333,0.292134831460674
0.677777777777778,0.388888888888889,0.488888888888889,0.655555555555556,1
0.588888888888889,0.548387096774194,0.521739130434783,0.622222222222222,0.666666666666667
0.488888888888889,0.662921348314607,0.577777777777778,0.630434782608696,0.6
0.611111111111111,0.633333333333333,0.615384615384615,0.636363636363636,0.602150537634409
0.888888888888889,0.822222222222222,0.314606741573034,0.777777777777778,0.910112359550562
0.622222222222222,0.644444444444444,0.533333333333333,0.688888888888889,0.633333333333333
0.433333333333333,0.303370786516854,0.433333333333333,0.422222222222222,0.6
0.422222222222222,0.404494382022472,0.6,0.549450549450549,0.577777777777778
0.588888888888889,0.526881720430108,0.692307692307692,0.561797752808989,0.577777777777778
0.7,0.701149425287356,0.655172413793103,0.711111111111111,0.674157303370786
0.588888888888889,0.311111111111111,0.698924731182796,0.736263736263736,0.456521739130435
0.588888888888889,0.755555555555556,0.681818181818182,0.733333333333333,0.693181818181818
0.333333333333333,0.586206896551724,0.588888888888889,0.404494382022472,0.355555555555556
0.711111111111111,0.479166666666667,0.744444444444444,0.677777777777778,0.741573033707865
0.7,0.573033707865168,0.303370786516854,0.369565217391304,0.455555555555556
0.7,0.677777777777778,0.731182795698925,0.674157303370786,0.645161290322581
0.422222222222222,0.344444444444444,0.674157303370786,0.533333333333333,0.460674157303371
0.677777777777778,0.755555555555556,0.733333333333333,0.741573033707865,0.733333333333333
0.288888888888889,0.844444444444444,0.428571428571429,0.566666666666667,0.348314606741573
0.722222222222222,0.777777777777778,0.764044943820225,0.788888888888889,0.766666666666667
0.444444444444444,0.791208791208791,0.444444444444444,0.7,0.582417582417582
0.944444444444444,1,0.788888888888889,0.619565217391304,0.911111111111111
1,1,1,1,0.945054945054945
0.988888888888889,1,1,1,0.921348314606742
