IMA11	IMA12	IMA13	IMA14	IMA15	IMA16	IMA17	IMA18	IMA19	IMA20	IMA2	IMA21	IMA22	IMA23	IMA24	IMA25	IMA26	IMA27	IMA28	IMA29	IMA30	IMA3	IMA31	IMA32	IMA4	IMA5	IMA6	IMA7	IMA8	IMA9	IMA10
DarkRed	Hat_Probe	House	LightYellow	Bar	Gem	DarkTurquiose	Lock	Spike_Probe	Star_Probe	DarkGreen	DarkYellow	Spike	Tie	DarkGray_Probe	Rabbit_Probe	House_Probe	LightBlue_Probe	Puzzle	Crowbar	DarkRed	UpArrow	Venn	LeftArrow_Probe	Gem	Rabbit	LightPurple_Probe	House	DarkBlue	Hat	Acorn
DarkRed	Hat_Probe	House	LightYellow	Bar	Gem	DarkTurquiose	Lock	Spike_Probe	Star_Probe	DarkGreen	DarkYellow	Spike	Tie	DarkGray_Probe	Rabbit_Probe	House_Probe	LightBlue_Probe	Puzzle	Crowbar	DarkRed	UpArrow	Venn	LeftArrow_Probe	Gem	Rabbit	LightPurple_Probe	House	DarkBlue	Hat	Acorn
DarkRed	Hat_Probe	House	LightYellow	Bar	Gem	DarkTurquiose	Lock	Spike_Probe	Star_Probe	DarkGreen	DarkYellow	Spike	Tie	DarkGray_Probe	Rabbit_Probe	House_Probe	LightBlue_Probe	Puzzle	Crowbar	DarkRed	UpArrow	Venn	LeftArrow_Probe	Gem	Rabbit	LightPurple_Probe	House	DarkBlue	Hat	Acorn
DarkRed	Hat_Probe	House	LightYellow	Bar	Gem	DarkTurquiose	Lock	Spike_Probe	Star_Probe	DarkGreen	DarkYellow	Spike	Tie	DarkGray_Probe	Rabbit_Probe	House_Probe	LightBlue_Probe	Puzzle	Crowbar	DarkRed	UpArrow	Venn	LeftArrow_Probe	Gem	Rabbit	LightPurple_Probe	House	DarkBlue	Hat	Acorn
DarkRed	Hat_Probe	House	LightYellow	Bar	Gem	DarkTurquiose	Lock	Spike_Probe	Star_Probe	DarkGreen	DarkYellow	Spike	Tie	DarkGray_Probe	Rabbit_Probe	House_Probe	LightBlue_Probe	Puzzle	Crowbar	DarkRed	UpArrow	Venn	LeftArrow_Probe	Gem	Rabbit	LightPurple_Probe	House	DarkBlue	Hat	Acorn
DarkRed	Hat_Probe	House	LightYellow	Bar	Gem	DarkTurquiose	Lock	Spike_Probe	Star_Probe	DarkGreen	DarkYellow	Spike	Tie	DarkGray_Probe	Rabbit_Probe	House_Probe	LightBlue_Probe	Puzzle	Crowbar	DarkRed	UpArrow	Venn	LeftArrow_Probe	Gem	Rabbit	LightPurple_Probe	House	DarkBlue	Hat	Acorn
DarkRed	Hat_Probe	House	LightYellow	Bar	Gem	DarkTurquiose	Lock	Spike_Probe	Star_Probe	DarkGreen	DarkYellow	Spike	Tie	DarkGray_Probe	Rabbit_Probe	House_Probe	LightBlue_Probe	Puzzle	Crowbar	DarkRed	UpArrow	Venn	LeftArrow_Probe	Gem	Rabbit	LightPurple_Probe	House	DarkBlue	Hat	Acorn
DarkRed	Hat_Probe	House	LightYellow	Bar	Gem	DarkTurquiose	Lock	Spike_Probe	Star_Probe	DarkGreen	DarkYellow	Spike	Tie	DarkGray_Probe	Rabbit_Probe	House_Probe	LightBlue_Probe	Puzzle	Crowbar	DarkRed	UpArrow	Venn	LeftArrow_Probe	Gem	Rabbit	LightPurple_Probe	House	DarkBlue	Hat	Acorn
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Hat_Choice	Background	Background	Background	Background	Background	Background	Spike_Choice	Star_Choice	Background	Background	Background	Background	DarkGray_Choice	Rabbit_Choice	House_Choice	LightBlue_Choice	Background	Background	Background	Background	Background	LeftArrow_Choice	Background	Background	LightPurple_Choice	Background	Background	Background	Background
Heart	DarkRed	Nail	Rabbit_Probe	Gem	DarkGreen_Probe	House_Probe	DarkGray	LightBlue	Hat_Probe	Diamond	Puzzle	Bell	LightBlue_Probe	Star	LightRed	Dodecagon	Spade	House	LightYellow	Pacman	Star	DarkRed	Hat	DarkYellow	LightGray	Crowbar	UpArrow_Probe	UpArrow_Probe	Heart	LightPurple_Probe
Heart	DarkRed	Nail	Rabbit_Probe	Gem	DarkGreen_Probe	House_Probe	DarkGray	LightBlue	Hat_Probe	Diamond	Puzzle	Bell	LightBlue_Probe	Star	LightRed	Dodecagon	Spade	House	LightYellow	Pacman	Star	DarkRed	Hat	DarkYellow	LightGray	Crowbar	UpArrow_Probe	UpArrow_Probe	Heart	LightPurple_Probe
Heart	DarkRed	Nail	Rabbit_Probe	Gem	DarkGreen_Probe	House_Probe	DarkGray	LightBlue	Hat_Probe	Diamond	Puzzle	Bell	LightBlue_Probe	Star	LightRed	Dodecagon	Spade	House	LightYellow	Pacman	Star	DarkRed	Hat	DarkYellow	LightGray	Crowbar	UpArrow_Probe	UpArrow_Probe	Heart	LightPurple_Probe
Heart	DarkRed	Nail	Rabbit_Probe	Gem	DarkGreen_Probe	House_Probe	DarkGray	LightBlue	Hat_Probe	Diamond	Puzzle	Bell	LightBlue_Probe	Star	LightRed	Dodecagon	Spade	House	LightYellow	Pacman	Star	DarkRed	Hat	DarkYellow	LightGray	Crowbar	UpArrow_Probe	UpArrow_Probe	Heart	LightPurple_Probe
Heart	DarkRed	Nail	Rabbit_Probe	Gem	DarkGreen_Probe	House_Probe	DarkGray	LightBlue	Hat_Probe	Diamond	Puzzle	Bell	LightBlue_Probe	Star	LightRed	Dodecagon	Spade	House	LightYellow	Pacman	Star	DarkRed	Hat	DarkYellow	LightGray	Crowbar	UpArrow_Probe	UpArrow_Probe	Heart	LightPurple_Probe
Heart	DarkRed	Nail	Rabbit_Probe	Gem	DarkGreen_Probe	House_Probe	DarkGray	LightBlue	Hat_Probe	Diamond	Puzzle	Bell	LightBlue_Probe	Star	LightRed	Dodecagon	Spade	House	LightYellow	Pacman	Star	DarkRed	Hat	DarkYellow	LightGray	Crowbar	UpArrow_Probe	UpArrow_Probe	Heart	LightPurple_Probe
Heart	DarkRed	Nail	Rabbit_Probe	Gem	DarkGreen_Probe	House_Probe	DarkGray	LightBlue	Hat_Probe	Diamond	Puzzle	Bell	LightBlue_Probe	Star	LightRed	Dodecagon	Spade	House	LightYellow	Pacman	Star	DarkRed	Hat	DarkYellow	LightGray	Crowbar	UpArrow_Probe	UpArrow_Probe	Heart	LightPurple_Probe
Heart	DarkRed	Nail	Rabbit_Probe	Gem	DarkGreen_Probe	House_Probe	DarkGray	LightBlue	Hat_Probe	Diamond	Puzzle	Bell	LightBlue_Probe	Star	LightRed	Dodecagon	Spade	House	LightYellow	Pacman	Star	DarkRed	Hat	DarkYellow	LightGray	Crowbar	UpArrow_Probe	UpArrow_Probe	Heart	LightPurple_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Rabbit_Choice	Background	DarkGreen_Choice	House_Choice	Background	Background	Hat_Choice	Background	Background	Background	LightBlue_Choice	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	UpArrow_Choice	UpArrow_Choice	Background	LightPurple_Choice
Bar	Acorn	LightTurquiose	House	DarkPurple	Spike	Sawblade	Heart_Probe	Ditto_Probe	DarkYellow	Ditto	Pacman	DarkPurple_Probe	Nail	Rabbit	House	LightGreen	Acorn	LightTurquiose	Spade	Rabbit	LightYellow	Acorn_Probe	DarkBlue	Diamond	Heart	Spade	DarkYellow_Probe	Ditto	DarkYellow_Probe	Spike
Bar	Acorn	LightTurquiose	House	DarkPurple	Spike	Sawblade	Heart_Probe	Ditto_Probe	DarkYellow	Ditto	Pacman	DarkPurple_Probe	Nail	Rabbit	House	LightGreen	Acorn	LightTurquiose	Spade	Rabbit	LightYellow	Acorn_Probe	DarkBlue	Diamond	Heart	Spade	DarkYellow_Probe	Ditto	DarkYellow_Probe	Spike
Bar	Acorn	LightTurquiose	House	DarkPurple	Spike	Sawblade	Heart_Probe	Ditto_Probe	DarkYellow	Ditto	Pacman	DarkPurple_Probe	Nail	Rabbit	House	LightGreen	Acorn	LightTurquiose	Spade	Rabbit	LightYellow	Acorn_Probe	DarkBlue	Diamond	Heart	Spade	DarkYellow_Probe	Ditto	DarkYellow_Probe	Spike
Bar	Acorn	LightTurquiose	House	DarkPurple	Spike	Sawblade	Heart_Probe	Ditto_Probe	DarkYellow	Ditto	Pacman	DarkPurple_Probe	Nail	Rabbit	House	LightGreen	Acorn	LightTurquiose	Spade	Rabbit	LightYellow	Acorn_Probe	DarkBlue	Diamond	Heart	Spade	DarkYellow_Probe	Ditto	DarkYellow_Probe	Spike
Bar	Acorn	LightTurquiose	House	DarkPurple	Spike	Sawblade	Heart_Probe	Ditto_Probe	DarkYellow	Ditto	Pacman	DarkPurple_Probe	Nail	Rabbit	House	LightGreen	Acorn	LightTurquiose	Spade	Rabbit	LightYellow	Acorn_Probe	DarkBlue	Diamond	Heart	Spade	DarkYellow_Probe	Ditto	DarkYellow_Probe	Spike
Bar	Acorn	LightTurquiose	House	DarkPurple	Spike	Sawblade	Heart_Probe	Ditto_Probe	DarkYellow	Ditto	Pacman	DarkPurple_Probe	Nail	Rabbit	House	LightGreen	Acorn	LightTurquiose	Spade	Rabbit	LightYellow	Acorn_Probe	DarkBlue	Diamond	Heart	Spade	DarkYellow_Probe	Ditto	DarkYellow_Probe	Spike
Bar	Acorn	LightTurquiose	House	DarkPurple	Spike	Sawblade	Heart_Probe	Ditto_Probe	DarkYellow	Ditto	Pacman	DarkPurple_Probe	Nail	Rabbit	House	LightGreen	Acorn	LightTurquiose	Spade	Rabbit	LightYellow	Acorn_Probe	DarkBlue	Diamond	Heart	Spade	DarkYellow_Probe	Ditto	DarkYellow_Probe	Spike
Bar	Acorn	LightTurquiose	House	DarkPurple	Spike	Sawblade	Heart_Probe	Ditto_Probe	DarkYellow	Ditto	Pacman	DarkPurple_Probe	Nail	Rabbit	House	LightGreen	Acorn	LightTurquiose	Spade	Rabbit	LightYellow	Acorn_Probe	DarkBlue	Diamond	Heart	Spade	DarkYellow_Probe	Ditto	DarkYellow_Probe	Spike
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Heart_Choice	Ditto_Choice	Background	Background	Background	DarkPurple_Choice	Background	Background	Background	Background	Background	Background	Background	Background	Background	Acorn_Choice	Background	Background	Background	Background	DarkYellow_Choice	Background	DarkYellow_Choice	Background
LightPurple_Probe	Venn	Jellyfish	LightRed	Spade_Probe	Chevron	DarkPurple	Nail	UpArrow	Pacman	DarkPurple_Probe	LightGreen_Probe	Hat	Stickyhand	DarkGreen	Diamond_Probe	Bell	DarkGreen	Venn	LeftArrow_Probe	DarkTurquiose	Lock_Probe	Spade	Heart_Probe	Stickyhand_Probe	Puzzle	DarkRed	Acorn	LightBlue	Lock	Heart_Probe
LightPurple_Probe	Venn	Jellyfish	LightRed	Spade_Probe	Chevron	DarkPurple	Nail	UpArrow	Pacman	DarkPurple_Probe	LightGreen_Probe	Hat	Stickyhand	DarkGreen	Diamond_Probe	Bell	DarkGreen	Venn	LeftArrow_Probe	DarkTurquiose	Lock_Probe	Spade	Heart_Probe	Stickyhand_Probe	Puzzle	DarkRed	Acorn	LightBlue	Lock	Heart_Probe
LightPurple_Probe	Venn	Jellyfish	LightRed	Spade_Probe	Chevron	DarkPurple	Nail	UpArrow	Pacman	DarkPurple_Probe	LightGreen_Probe	Hat	Stickyhand	DarkGreen	Diamond_Probe	Bell	DarkGreen	Venn	LeftArrow_Probe	DarkTurquiose	Lock_Probe	Spade	Heart_Probe	Stickyhand_Probe	Puzzle	DarkRed	Acorn	LightBlue	Lock	Heart_Probe
LightPurple_Probe	Venn	Jellyfish	LightRed	Spade_Probe	Chevron	DarkPurple	Nail	UpArrow	Pacman	DarkPurple_Probe	LightGreen_Probe	Hat	Stickyhand	DarkGreen	Diamond_Probe	Bell	DarkGreen	Venn	LeftArrow_Probe	DarkTurquiose	Lock_Probe	Spade	Heart_Probe	Stickyhand_Probe	Puzzle	DarkRed	Acorn	LightBlue	Lock	Heart_Probe
LightPurple_Probe	Venn	Jellyfish	LightRed	Spade_Probe	Chevron	DarkPurple	Nail	UpArrow	Pacman	DarkPurple_Probe	LightGreen_Probe	Hat	Stickyhand	DarkGreen	Diamond_Probe	Bell	DarkGreen	Venn	LeftArrow_Probe	DarkTurquiose	Lock_Probe	Spade	Heart_Probe	Stickyhand_Probe	Puzzle	DarkRed	Acorn	LightBlue	Lock	Heart_Probe
LightPurple_Probe	Venn	Jellyfish	LightRed	Spade_Probe	Chevron	DarkPurple	Nail	UpArrow	Pacman	DarkPurple_Probe	LightGreen_Probe	Hat	Stickyhand	DarkGreen	Diamond_Probe	Bell	DarkGreen	Venn	LeftArrow_Probe	DarkTurquiose	Lock_Probe	Spade	Heart_Probe	Stickyhand_Probe	Puzzle	DarkRed	Acorn	LightBlue	Lock	Heart_Probe
LightPurple_Probe	Venn	Jellyfish	LightRed	Spade_Probe	Chevron	DarkPurple	Nail	UpArrow	Pacman	DarkPurple_Probe	LightGreen_Probe	Hat	Stickyhand	DarkGreen	Diamond_Probe	Bell	DarkGreen	Venn	LeftArrow_Probe	DarkTurquiose	Lock_Probe	Spade	Heart_Probe	Stickyhand_Probe	Puzzle	DarkRed	Acorn	LightBlue	Lock	Heart_Probe
LightPurple_Probe	Venn	Jellyfish	LightRed	Spade_Probe	Chevron	DarkPurple	Nail	UpArrow	Pacman	DarkPurple_Probe	LightGreen_Probe	Hat	Stickyhand	DarkGreen	Diamond_Probe	Bell	DarkGreen	Venn	LeftArrow_Probe	DarkTurquiose	Lock_Probe	Spade	Heart_Probe	Stickyhand_Probe	Puzzle	DarkRed	Acorn	LightBlue	Lock	Heart_Probe
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightPurple_Choice	Background	Background	Background	Spade_Choice	Background	Background	Background	Background	Background	DarkPurple_Choice	LightGreen_Choice	Background	Background	Background	Diamond_Choice	Background	Background	Background	LeftArrow_Choice	Background	Lock_Choice	Background	Heart_Choice	Stickyhand_Choice	Background	Background	Background	Background	Background	Heart_Choice
House	DarkBlue	Venn	UpArrow	Heart	DarkYellow_Probe	LeftArrow	DarkRed	LightGreen	Hourglass	Venn	Hourglass	Jellyfish	LightPurple_Probe	Tie	DarkYellow	Bar	Spike	Pacman	DarkYellow	Bell	LeftArrow	LightYellow	Puzzle	LightGray	DarkTurquiose	Gem	Puzzle	Spike	Chevron_Probe	LightYellow
House	DarkBlue	Venn	UpArrow	Heart	DarkYellow_Probe	LeftArrow	DarkRed	LightGreen	Hourglass	Venn	Hourglass	Jellyfish	LightPurple_Probe	Tie	DarkYellow	Bar	Spike	Pacman	DarkYellow	Bell	LeftArrow	LightYellow	Puzzle	LightGray	DarkTurquiose	Gem	Puzzle	Spike	Chevron_Probe	LightYellow
House	DarkBlue	Venn	UpArrow	Heart	DarkYellow_Probe	LeftArrow	DarkRed	LightGreen	Hourglass	Venn	Hourglass	Jellyfish	LightPurple_Probe	Tie	DarkYellow	Bar	Spike	Pacman	DarkYellow	Bell	LeftArrow	LightYellow	Puzzle	LightGray	DarkTurquiose	Gem	Puzzle	Spike	Chevron_Probe	LightYellow
House	DarkBlue	Venn	UpArrow	Heart	DarkYellow_Probe	LeftArrow	DarkRed	LightGreen	Hourglass	Venn	Hourglass	Jellyfish	LightPurple_Probe	Tie	DarkYellow	Bar	Spike	Pacman	DarkYellow	Bell	LeftArrow	LightYellow	Puzzle	LightGray	DarkTurquiose	Gem	Puzzle	Spike	Chevron_Probe	LightYellow
House	DarkBlue	Venn	UpArrow	Heart	DarkYellow_Probe	LeftArrow	DarkRed	LightGreen	Hourglass	Venn	Hourglass	Jellyfish	LightPurple_Probe	Tie	DarkYellow	Bar	Spike	Pacman	DarkYellow	Bell	LeftArrow	LightYellow	Puzzle	LightGray	DarkTurquiose	Gem	Puzzle	Spike	Chevron_Probe	LightYellow
House	DarkBlue	Venn	UpArrow	Heart	DarkYellow_Probe	LeftArrow	DarkRed	LightGreen	Hourglass	Venn	Hourglass	Jellyfish	LightPurple_Probe	Tie	DarkYellow	Bar	Spike	Pacman	DarkYellow	Bell	LeftArrow	LightYellow	Puzzle	LightGray	DarkTurquiose	Gem	Puzzle	Spike	Chevron_Probe	LightYellow
House	DarkBlue	Venn	UpArrow	Heart	DarkYellow_Probe	LeftArrow	DarkRed	LightGreen	Hourglass	Venn	Hourglass	Jellyfish	LightPurple_Probe	Tie	DarkYellow	Bar	Spike	Pacman	DarkYellow	Bell	LeftArrow	LightYellow	Puzzle	LightGray	DarkTurquiose	Gem	Puzzle	Spike	Chevron_Probe	LightYellow
House	DarkBlue	Venn	UpArrow	Heart	DarkYellow_Probe	LeftArrow	DarkRed	LightGreen	Hourglass	Venn	Hourglass	Jellyfish	LightPurple_Probe	Tie	DarkYellow	Bar	Spike	Pacman	DarkYellow	Bell	LeftArrow	LightYellow	Puzzle	LightGray	DarkTurquiose	Gem	Puzzle	Spike	Chevron_Probe	LightYellow
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	DarkYellow_Choice	Background	Background	Background	Background	Background	Background	Background	LightPurple_Choice	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Chevron_Choice	Background
Hat	Ditto	LightBlue	Bell	DarkGray	Hourglass	Diamond	Chevron	Pacman	LightGray	House	Heart	DarkBlue_Probe	Hat	Spade	Acorn	LightGray	Crowbar_Probe	LightPurple	Puzzle_Probe	Spike	DarkPurple	Bell	DarkTurquiose	Hourglass_Probe	Acorn	Lock	LightYellow	Tie	DarkPurple	Venn
Hat	Ditto	LightBlue	Bell	DarkGray	Hourglass	Diamond	Chevron	Pacman	LightGray	House	Heart	DarkBlue_Probe	Hat	Spade	Acorn	LightGray	Crowbar_Probe	LightPurple	Puzzle_Probe	Spike	DarkPurple	Bell	DarkTurquiose	Hourglass_Probe	Acorn	Lock	LightYellow	Tie	DarkPurple	Venn
Hat	Ditto	LightBlue	Bell	DarkGray	Hourglass	Diamond	Chevron	Pacman	LightGray	House	Heart	DarkBlue_Probe	Hat	Spade	Acorn	LightGray	Crowbar_Probe	LightPurple	Puzzle_Probe	Spike	DarkPurple	Bell	DarkTurquiose	Hourglass_Probe	Acorn	Lock	LightYellow	Tie	DarkPurple	Venn
Hat	Ditto	LightBlue	Bell	DarkGray	Hourglass	Diamond	Chevron	Pacman	LightGray	House	Heart	DarkBlue_Probe	Hat	Spade	Acorn	LightGray	Crowbar_Probe	LightPurple	Puzzle_Probe	Spike	DarkPurple	Bell	DarkTurquiose	Hourglass_Probe	Acorn	Lock	LightYellow	Tie	DarkPurple	Venn
Hat	Ditto	LightBlue	Bell	DarkGray	Hourglass	Diamond	Chevron	Pacman	LightGray	House	Heart	DarkBlue_Probe	Hat	Spade	Acorn	LightGray	Crowbar_Probe	LightPurple	Puzzle_Probe	Spike	DarkPurple	Bell	DarkTurquiose	Hourglass_Probe	Acorn	Lock	LightYellow	Tie	DarkPurple	Venn
Hat	Ditto	LightBlue	Bell	DarkGray	Hourglass	Diamond	Chevron	Pacman	LightGray	House	Heart	DarkBlue_Probe	Hat	Spade	Acorn	LightGray	Crowbar_Probe	LightPurple	Puzzle_Probe	Spike	DarkPurple	Bell	DarkTurquiose	Hourglass_Probe	Acorn	Lock	LightYellow	Tie	DarkPurple	Venn
Hat	Ditto	LightBlue	Bell	DarkGray	Hourglass	Diamond	Chevron	Pacman	LightGray	House	Heart	DarkBlue_Probe	Hat	Spade	Acorn	LightGray	Crowbar_Probe	LightPurple	Puzzle_Probe	Spike	DarkPurple	Bell	DarkTurquiose	Hourglass_Probe	Acorn	Lock	LightYellow	Tie	DarkPurple	Venn
Hat	Ditto	LightBlue	Bell	DarkGray	Hourglass	Diamond	Chevron	Pacman	LightGray	House	Heart	DarkBlue_Probe	Hat	Spade	Acorn	LightGray	Crowbar_Probe	LightPurple	Puzzle_Probe	Spike	DarkPurple	Bell	DarkTurquiose	Hourglass_Probe	Acorn	Lock	LightYellow	Tie	DarkPurple	Venn
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	DarkBlue_Choice	Background	Background	Background	Background	Crowbar_Choice	Background	Puzzle_Choice	Background	Background	Background	Background	Hourglass_Choice	Background	Background	Background	Background	Background	Background
DarkYellow_Probe	Sawblade	Tie	DarkGreen	Rabbit_Probe	Pacman	LightGray	Diamond_Probe	Rabbit	LeftArrow	LightRed	DarkPurple	Spade	Ditto	DarkTurquiose_Probe	Sawblade	Star_Probe	LightYellow	Spade	Acorn	LightYellow	Hourglass	Dodecagon	Pacman	Jellyfish	UpArrow_Probe	DarkYellow	Chevron	DarkRed_Probe	Hourglass	Star
DarkYellow_Probe	Sawblade	Tie	DarkGreen	Rabbit_Probe	Pacman	LightGray	Diamond_Probe	Rabbit	LeftArrow	LightRed	DarkPurple	Spade	Ditto	DarkTurquiose_Probe	Sawblade	Star_Probe	LightYellow	Spade	Acorn	LightYellow	Hourglass	Dodecagon	Pacman	Jellyfish	UpArrow_Probe	DarkYellow	Chevron	DarkRed_Probe	Hourglass	Star
DarkYellow_Probe	Sawblade	Tie	DarkGreen	Rabbit_Probe	Pacman	LightGray	Diamond_Probe	Rabbit	LeftArrow	LightRed	DarkPurple	Spade	Ditto	DarkTurquiose_Probe	Sawblade	Star_Probe	LightYellow	Spade	Acorn	LightYellow	Hourglass	Dodecagon	Pacman	Jellyfish	UpArrow_Probe	DarkYellow	Chevron	DarkRed_Probe	Hourglass	Star
DarkYellow_Probe	Sawblade	Tie	DarkGreen	Rabbit_Probe	Pacman	LightGray	Diamond_Probe	Rabbit	LeftArrow	LightRed	DarkPurple	Spade	Ditto	DarkTurquiose_Probe	Sawblade	Star_Probe	LightYellow	Spade	Acorn	LightYellow	Hourglass	Dodecagon	Pacman	Jellyfish	UpArrow_Probe	DarkYellow	Chevron	DarkRed_Probe	Hourglass	Star
DarkYellow_Probe	Sawblade	Tie	DarkGreen	Rabbit_Probe	Pacman	LightGray	Diamond_Probe	Rabbit	LeftArrow	LightRed	DarkPurple	Spade	Ditto	DarkTurquiose_Probe	Sawblade	Star_Probe	LightYellow	Spade	Acorn	LightYellow	Hourglass	Dodecagon	Pacman	Jellyfish	UpArrow_Probe	DarkYellow	Chevron	DarkRed_Probe	Hourglass	Star
DarkYellow_Probe	Sawblade	Tie	DarkGreen	Rabbit_Probe	Pacman	LightGray	Diamond_Probe	Rabbit	LeftArrow	LightRed	DarkPurple	Spade	Ditto	DarkTurquiose_Probe	Sawblade	Star_Probe	LightYellow	Spade	Acorn	LightYellow	Hourglass	Dodecagon	Pacman	Jellyfish	UpArrow_Probe	DarkYellow	Chevron	DarkRed_Probe	Hourglass	Star
