1,2,3,4
0.898876404494382,1,0.431818181818182,0.910112359550562
0.911111111111111,1,1,1
1,1,1,1
0.0888888888888889,0.10989010989011,0.571428571428571,0.114942528735632
0.944444444444444,0.954545454545455,0.943820224719101,1
0.922222222222222,0.955555555555556,0.955555555555556,1
1,0.945054945054945,0.622222222222222,1
0.122222222222222,0.0888888888888889,0.133333333333333,0.0777777777777778
1,0.788888888888889,1,0.693181818181818
0.922222222222222,0.866666666666667,0.943820224719101,0.255555555555556
1,1,0.945652173913043,0
0.122222222222222,0.103448275862069,0.0909090909090909,0
0.788888888888889,0.944444444444444,0.777777777777778,0.032967032967033
0.833333333333333,0.913978494623656,0.945054945054945,0.875
0.922222222222222,1,1,1
0.133333333333333,0.144444444444444,0.347826086956522,0.443181818181818
0.855555555555556,0.977777777777778,0.942528735632184,1
1,0.956043956043956,0.933333333333333,1
0.966666666666667,1,1,1
0.0555555555555556,0.355555555555556,0.3,0.395604395604396
0.833333333333333,1,0.955056179775281,1
0.555555555555556,1,1,0.933333333333333
0.633333333333333,0.923913043478261,1,0.911111111111111
0.166666666666667,0.159090909090909,0.186046511627907,0.388888888888889
0.833333333333333,0.833333333333333,0.822222222222222,1
0.9,1,0.89010989010989,0.808988764044944
0.922222222222222,1,0.966666666666667,1
0.188888888888889,0.433333333333333,0.150537634408602,0.209302325581395
0.988888888888889,1,0.808988764044944,0.528089887640449
0.933333333333333,0.912087912087912,0.934065934065934,0.946808510638298
1,1,1,1
0.166666666666667,0.366666666666667,0.233333333333333,0.32967032967033
0.833333333333333,1,0.932584269662921,0.764044943820225
0.911111111111111,1,0.911111111111111,1
1,1,1,1
0.611111111111111,0.186046511627907,0.229885057471264,0.566666666666667
0.888888888888889,0.802197802197802,0.822222222222222,0.944444444444444
0.922222222222222,1,1,0.977777777777778
1,1,1,1
0.377777777777778,0.228260869565217,0.373626373626374,0.229885057471264
0.911111111111111,0.844444444444444,0.831460674157303,0.733333333333333
0.922222222222222,1,1,0.89010989010989
1,1,1,1
0.6,0.244444444444444,0.344444444444444,0.351648351648352
0.9,0.802197802197802,0.818181818181818,1
0.922222222222222,0.977777777777778,1,0.912087912087912
1,1,1,0.910112359550562
0.255555555555556,0.277777777777778,0.325581395348837,0.3
0.777777777777778,1,1,0.784090909090909
0.9,1,1,0.888888888888889
0.933333333333333,1,1,0.108695652173913
0.166666666666667,0.384615384615385,0.428571428571429,0
0.755555555555556,0.933333333333333,0.688888888888889,0.0659340659340659
1,0.934065934065934,0.847826086956522,0
0.933333333333333,0.97752808988764,1,0
0.266666666666667,0.230769230769231,0.325842696629214,0
0.811111111111111,0.863636363636364,0.670454545454545,0.0337078651685393
1,1,1,0.0860215053763441
1,1,1,0
0.311111111111111,0.3,0.314606741573034,0
0.833333333333333,0.791208791208791,0.58695652173913,0
1,0.886363636363636,0.943181818181818,0
1,1,1,0
0.333333333333333,0.417582417582418,0.615384615384615,0
