   0.0 	      0 
  30.0 	      3 
  33.0 	      3 
  36.0 	      3 
  39.0 	      3 
  42.0 	      3 
  45.0 	      3 
  48.0 	      3 
  51.0 	      3 
  54.0 	      3 
  57.0 	      3 
  60.0 	      9 
  63.0 	      9 
  66.0 	      9 
  69.0 	      9 
  72.0 	      9 
  75.0 	      9 
  78.0 	      9 
  81.0 	      9 
  84.0 	      9 
  87.0 	      9 
  90.0 	      5 
  93.0 	      5 
  96.0 	      5 
  99.0 	      5 
 102.0 	      5 
 105.0 	      5 
 108.0 	      5 
 111.0 	      5 
 114.0 	      5 
 117.0 	      5 
 120.0 	      6 
 123.0 	      6 
 126.0 	      6 
 129.0 	      6 
 132.0 	      6 
 135.0 	      6 
 138.0 	      6 
 141.0 	      6 
 144.0 	      6 
 147.0 	      6 
 150.0 	      2 
 153.0 	      2 
 156.0 	      2 
 159.0 	      2 
 162.0 	      2 
 165.0 	      2 
 168.0 	      2 
 171.0 	      2 
 174.0 	      2 
 177.0 	      2 
 180.0 	      0 
 210.0 	      7 
 213.0 	      7 
 216.0 	      7 
 219.0 	      7 
 222.0 	      7 
 225.0 	      7 
 228.0 	      7 
 231.0 	      7 
 234.0 	      7 
 237.0 	      7 
 240.0 	      1 
 243.0 	      1 
 246.0 	      1 
 249.0 	      1 
 252.0 	      1 
 255.0 	      1 
 258.0 	      1 
 261.0 	      1 
 264.0 	      1 
 267.0 	      1 
 270.0 	     10 
 273.0 	     10 
 276.0 	     10 
 279.0 	     10 
 282.0 	     10 
 285.0 	     10 
 288.0 	     10 
 291.0 	     10 
 294.0 	     10 
 297.0 	     10 
 300.0 	      4 
 303.0 	      4 
 306.0 	      4 
 309.0 	      4 
 312.0 	      4 
 315.0 	      4 
 318.0 	      4 
 321.0 	      4 
 324.0 	      4 
 327.0 	      4 
 330.0 	      8 
 333.0 	      8 
 336.0 	      8 
 339.0 	      8 
 342.0 	      8 
 345.0 	      8 
 348.0 	      8 
 351.0 	      8 
 354.0 	      8 
 357.0 	      8 
 360.0 	      0 
 390.0 	      8 
 393.0 	      8 
 396.0 	      8 
 399.0 	      8 
 402.0 	      8 
 405.0 	      8 
 408.0 	      8 
 411.0 	      8 
 414.0 	      8 
 417.0 	      8 
 420.0 	      4 
 423.0 	      4 
 426.0 	      4 
 429.0 	      4 
 432.0 	      4 
 435.0 	      4 
 438.0 	      4 
 441.0 	      4 
 444.0 	      4 
 447.0 	      4 
 450.0 	     10 
 453.0 	     10 
 456.0 	     10 
 459.0 	     10 
 462.0 	     10 
 465.0 	     10 
 468.0 	     10 
 471.0 	     10 
 474.0 	     10 
 477.0 	     10 
 480.0 	      1 
 483.0 	      1 
 486.0 	      1 
 489.0 	      1 
 492.0 	      1 
 495.0 	      1 
 498.0 	      1 
 501.0 	      1 
 504.0 	      1 
 507.0 	      1 
 510.0 	      7 
 513.0 	      7 
 516.0 	      7 
 519.0 	      7 
 522.0 	      7 
 525.0 	      7 
 528.0 	      7 
 531.0 	      7 
 534.0 	      7 
 537.0 	      7 
 540.0 	      0 
 570.0 	      2 
 573.0 	      2 
 576.0 	      2 
 579.0 	      2 
 582.0 	      2 
 585.0 	      2 
 588.0 	      2 
 591.0 	      2 
 594.0 	      2 
 597.0 	      2 
 600.0 	      6 
 603.0 	      6 
 606.0 	      6 
 609.0 	      6 
 612.0 	      6 
 615.0 	      6 
 618.0 	      6 
 621.0 	      6 
 624.0 	      6 
 627.0 	      6 
 630.0 	      5 
 633.0 	      5 
 636.0 	      5 
 639.0 	      5 
 642.0 	      5 
 645.0 	      5 
 648.0 	      5 
 651.0 	      5 
 654.0 	      5 
 657.0 	      5 
 660.0 	      9 
 663.0 	      9 
 666.0 	      9 
 669.0 	      9 
 672.0 	      9 
 675.0 	      9 
 678.0 	      9 
 681.0 	      9 
 684.0 	      9 
 687.0 	      9 
 690.0 	      3 
 693.0 	      3 
 696.0 	      3 
 699.0 	      3 
 702.0 	      3 
 705.0 	      3 
 708.0 	      3 
 711.0 	      3 
 714.0 	      3 
 717.0 	      3 
 720.0 	      0 
