   0.0 	      0 
  18.0 	      9 
  21.0 	      9 
  24.0 	      9 
  27.0 	      9 
  30.0 	      9 
  33.0 	      9 
  36.0 	      5 
  39.0 	      5 
  42.0 	      5 
  45.0 	      5 
  48.0 	      5 
  51.0 	      5 
  54.0 	      6 
  57.0 	      6 
  60.0 	      6 
  63.0 	      6 
  66.0 	      6 
  69.0 	      6 
  72.0 	      2 
  75.0 	      2 
  78.0 	      2 
  81.0 	      2 
  84.0 	      2 
  87.0 	      2 
  90.0 	      8 
  93.0 	      8 
  96.0 	      8 
  99.0 	      8 
 102.0 	      8 
 105.0 	      8 
 108.0 	      0 
 126.0 	      3 
 129.0 	      3 
 132.0 	      3 
 135.0 	      3 
 138.0 	      3 
 141.0 	      3 
 144.0 	      7 
 147.0 	      7 
 150.0 	      7 
 153.0 	      7 
 156.0 	      7 
 159.0 	      7 
 162.0 	      1 
 165.0 	      1 
 168.0 	      1 
 171.0 	      1 
 174.0 	      1 
 177.0 	      1 
 180.0 	     10 
 183.0 	     10 
 186.0 	     10 
 189.0 	     10 
 192.0 	     10 
 195.0 	     10 
 198.0 	      4 
 201.0 	      4 
 204.0 	      4 
 207.0 	      4 
 210.0 	      4 
 213.0 	      4 
 216.0 	      0 
 234.0 	      4 
 237.0 	      4 
 240.0 	      4 
 243.0 	      4 
 246.0 	      4 
 249.0 	      4 
 252.0 	     10 
 255.0 	     10 
 258.0 	     10 
 261.0 	     10 
 264.0 	     10 
 267.0 	     10 
 270.0 	      1 
 273.0 	      1 
 276.0 	      1 
 279.0 	      1 
 282.0 	      1 
 285.0 	      1 
 288.0 	      7 
 291.0 	      7 
 294.0 	      7 
 297.0 	      7 
 300.0 	      7 
 303.0 	      7 
 306.0 	      3 
 309.0 	      3 
 312.0 	      3 
 315.0 	      3 
 318.0 	      3 
 321.0 	      3 
 324.0 	      0 
 342.0 	      8 
 345.0 	      8 
 348.0 	      8 
 351.0 	      8 
 354.0 	      8 
 357.0 	      8 
 360.0 	      2 
 363.0 	      2 
 366.0 	      2 
 369.0 	      2 
 372.0 	      2 
 375.0 	      2 
 378.0 	      6 
 381.0 	      6 
 384.0 	      6 
 387.0 	      6 
 390.0 	      6 
 393.0 	      6 
 396.0 	      5 
 399.0 	      5 
 402.0 	      5 
 405.0 	      5 
 408.0 	      5 
 411.0 	      5 
 414.0 	      9 
 417.0 	      9 
 420.0 	      9 
 423.0 	      9 
 426.0 	      9 
 429.0 	      9 
 432.0 	      0 
