IMA10	IMA11	IMA12	IMA13	IMA14	IMA15	IMA16	IMA17	IMA18	IMA1	IMA2	IMA3	IMA4	IMA5	IMA6	IMA7	IMA8	IMA9
DarkGray_Choice	Jellyfish_Choice	LightYellow_Choice	Nail_Choice	Rabbit_Choice	LeftArrow_Choice	DarkTurquiose_Choice	Chevron_Choice	LightYellow_Choice	Diamond_Choice	Tie_Choice	DarkYellow_Choice	Tie_Choice	LightGreen_Choice	Diamond_Choice	Venn_Choice	Sawblade_Choice	Tie_Choice
Nail_Probe	Spade_Probe	LeftArrow_Probe	DarkGreen_Probe	Acorn_Probe	DarkGray_Probe	Rabbit_Probe	Diamond_Probe	Stickyhand_Probe	Chevron_Probe	LightRed_Probe	Venn_Probe	Hourglass_Probe	LeftArrow_Probe	LightPurple_Probe	Bell_Probe	Gem_Probe	LightYellow_Probe
Nail_Choice	Spade_Choice	LeftArrow_Choice	DarkGreen_Choice	Acorn_Choice	DarkGray_Choice	Rabbit_Choice	Diamond_Choice	Stickyhand_Choice	Chevron_Choice	LightRed_Choice	Venn_Choice	Hourglass_Choice	LeftArrow_Choice	LightPurple_Choice	Bell_Choice	Gem_Choice	LightYellow_Choice
Acorn_Probe	LightPurple_Probe	Hat_Probe	Chevron_Probe	DarkYellow_Probe	Sawblade_Probe	Acorn_Probe	DarkRed_Probe	Hat_Probe	DarkGray_Probe	Spike_Probe	Gem_Probe	LightPurple_Probe	Spade_Probe	Gem_Probe	DarkTurquiose_Probe	LightBlue_Probe	Rabbit_Probe
Acorn_Choice	LightPurple_Choice	Hat_Choice	Chevron_Choice	DarkYellow_Choice	Sawblade_Choice	Acorn_Choice	DarkRed_Choice	Hat_Choice	DarkGray_Choice	Spike_Choice	Gem_Choice	LightPurple_Choice	Spade_Choice	Gem_Choice	DarkTurquiose_Choice	LightBlue_Choice	Rabbit_Choice
DarkBlue_Probe	Bell_Probe	DarkBlue_Probe	Hourglass_Probe	Nail_Probe	Jellyfish_Probe	LightTurquiose_Probe	Acorn_Probe	DarkPurple_Probe	Nail_Probe	Acorn_Probe	DarkPurple_Probe	Chevron_Probe	DarkGray_Probe	Hat_Probe	Lock_Probe	Hourglass_Probe	Jellyfish_Probe
DarkBlue_Choice	Bell_Choice	DarkBlue_Choice	Hourglass_Choice	Nail_Choice	Jellyfish_Choice	LightTurquiose_Choice	Acorn_Choice	DarkPurple_Choice	Nail_Choice	Acorn_Choice	DarkPurple_Choice	Chevron_Choice	DarkGray_Choice	Hat_Choice	Lock_Choice	Hourglass_Choice	Jellyfish_Choice
Bar_Probe	Hat_Probe	Pacman_Probe	LightBlue_Probe	Tie_Probe	LightRed_Probe	Venn_Probe	UpArrow_Probe	Chevron_Probe	Star_Probe	LightBlue_Probe	Rabbit_Probe	Diamond_Probe	House_Probe	DarkRed_Probe	Acorn_Probe	Tie_Probe	LightPurple_Probe
Bar_Choice	Hat_Choice	Pacman_Choice	LightBlue_Choice	Tie_Choice	LightRed_Choice	Venn_Choice	UpArrow_Choice	Chevron_Choice	Star_Choice	LightBlue_Choice	Rabbit_Choice	Diamond_Choice	House_Choice	DarkRed_Choice	Acorn_Choice	Tie_Choice	LightPurple_Choice
Stickyhand_Probe	LightRed_Probe	Diamond_Probe	LeftArrow_Probe	DarkGray_Probe	Diamond_Probe	Heart_Probe	LightPurple_Probe	Nail_Probe	DarkGreen_Probe	Dodecagon_Probe	Acorn_Probe	DarkYellow_Probe	Rabbit_Probe	Chevron_Probe	LightPurple_Probe	DarkPurple_Probe	Puzzle_Probe
Stickyhand_Choice	LightRed_Choice	Diamond_Choice	LeftArrow_Choice	DarkGray_Choice	Diamond_Choice	Heart_Choice	LightPurple_Choice	Nail_Choice	DarkGreen_Choice	Dodecagon_Choice	Acorn_Choice	DarkYellow_Choice	Rabbit_Choice	Chevron_Choice	LightPurple_Choice	DarkPurple_Choice	Puzzle_Choice
DarkTurquiose_Probe	LeftArrow_Probe	DarkRed_Probe	Lock_Probe	Spike_Probe	Stickyhand_Probe	LightGreen_Probe	Ditto_Probe	LightPurple_Probe	Venn_Probe	Stickyhand_Probe	LightYellow_Probe	Jellyfish_Probe	LightYellow_Probe	Hourglass_Probe	Puzzle_Probe	Hat_Probe	Stickyhand_Probe
DarkTurquiose_Choice	LeftArrow_Choice	DarkRed_Choice	Lock_Choice	Spike_Choice	Stickyhand_Choice	LightGreen_Choice	Ditto_Choice	LightPurple_Choice	Venn_Choice	Stickyhand_Choice	LightYellow_Choice	Jellyfish_Choice	LightYellow_Choice	Hourglass_Choice	Puzzle_Choice	Hat_Choice	Stickyhand_Choice
Rabbit_Probe	Sawblade_Probe	Ditto_Probe	LightTurquiose_Probe	Heart_Probe	LightGreen_Probe	Bar_Probe	Nail_Probe	Tie_Probe	House_Probe	LightPurple_Probe	Hourglass_Probe	Nail_Probe	Star_Probe	DarkPurple_Probe	Stickyhand_Probe	Heart_Probe	LightBlue_Probe
Rabbit_Choice	Sawblade_Choice	Ditto_Choice	LightTurquiose_Choice	Heart_Choice	LightGreen_Choice	Bar_Choice	Nail_Choice	Tie_Choice	House_Choice	LightPurple_Choice	Hourglass_Choice	Nail_Choice	Star_Choice	DarkPurple_Choice	Stickyhand_Choice	Heart_Choice	LightBlue_Choice
Pacman_Probe	DarkGray_Probe	Dodecagon_Probe	Bell_Probe	LightGray_Probe	Venn_Probe	Tie_Probe	DarkGreen_Probe	Spike_Probe	LightBlue_Probe	Hourglass_Probe	Star_Probe	DarkTurquiose_Probe	Nail_Probe	Jellyfish_Probe	DarkGreen_Probe	DarkTurquiose_Probe	Diamond_Probe
Pacman_Choice	DarkGray_Choice	Dodecagon_Choice	Bell_Choice	LightGray_Choice	Venn_Choice	Tie_Choice	DarkGreen_Choice	Spike_Choice	LightBlue_Choice	Hourglass_Choice	Star_Choice	DarkTurquiose_Choice	Nail_Choice	Jellyfish_Choice	DarkGreen_Choice	DarkTurquiose_Choice	Diamond_Choice
LightTurquiose_Probe	Heart_Probe	DarkPurple_Probe	Sawblade_Probe	Hourglass_Probe	Acorn_Probe	DarkRed_Probe	Stickyhand_Probe	LightTurquiose_Probe	Spade_Probe	House_Probe	DarkRed_Probe	Pacman_Probe	LightTurquiose_Probe	Puzzle_Probe	Spike_Probe	Lock_Probe	Ditto_Probe
LightTurquiose_Choice	Heart_Choice	DarkPurple_Choice	Sawblade_Choice	Hourglass_Choice	Acorn_Choice	DarkRed_Choice	Stickyhand_Choice	LightTurquiose_Choice	Spade_Choice	House_Choice	DarkRed_Choice	Pacman_Choice	LightTurquiose_Choice	Puzzle_Choice	Spike_Choice	Lock_Choice	Ditto_Choice
Dodecagon_Probe	UpArrow_Probe	Acorn_Probe	DarkRed_Probe	House_Probe	DarkYellow_Probe	Spade_Probe	Venn_Probe	House_Probe	Gem_Probe	LightGray_Probe	Dodecagon_Probe	Spade_Probe	Heart_Probe	LightGreen_Probe	Jellyfish_Probe	Jellyfish_Probe	DarkBlue_Probe
Dodecagon_Choice	UpArrow_Choice	Acorn_Choice	DarkRed_Choice	House_Choice	DarkYellow_Choice	Spade_Choice	Venn_Choice	House_Choice	Gem_Choice	LightGray_Choice	Dodecagon_Choice	Spade_Choice	Heart_Choice	LightGreen_Choice	Jellyfish_Choice	Jellyfish_Choice	DarkBlue_Choice
Bell_Probe	DarkBlue_Probe	Nail_Probe	Ditto_Probe	LightRed_Probe	UpArrow_Probe	Bell_Probe	LightGreen_Probe	Dodecagon_Probe	LightGreen_Probe	Hat_Probe	Pacman_Probe	DarkRed_Probe	Hourglass_Probe	Stickyhand_Probe	LightGreen_Probe	LightYellow_Probe	Dodecagon_Probe
Bell_Choice	DarkBlue_Choice	Nail_Choice	Ditto_Choice	LightRed_Choice	UpArrow_Choice	Bell_Choice	LightGreen_Choice	Dodecagon_Choice	LightGreen_Choice	Hat_Choice	Pacman_Choice	DarkRed_Choice	Hourglass_Choice	Stickyhand_Choice	LightGreen_Choice	LightYellow_Choice	Dodecagon_Choice
DarkGreen_Probe	Ditto_Probe	LightPurple_Probe	Spade_Probe	Puzzle_Probe	Gem_Probe	LightPurple_Probe	Jellyfish_Probe	DarkGray_Probe	Sawblade_Probe	Pacman_Probe	LightBlue_Probe	LeftArrow_Probe	DarkTurquiose_Probe	Dodecagon_Probe	Nail_Probe	Venn_Probe	Crowbar_Probe
DarkGreen_Choice	Ditto_Choice	LightPurple_Choice	Spade_Choice	Puzzle_Choice	Gem_Choice	LightPurple_Choice	Jellyfish_Choice	DarkGray_Choice	Sawblade_Choice	Pacman_Choice	LightBlue_Choice	LeftArrow_Choice	DarkTurquiose_Choice	Dodecagon_Choice	Nail_Choice	Venn_Choice	Crowbar_Choice
Diamond_Probe	Venn_Probe	Tie_Probe	LightGray_Probe	Chevron_Probe	DarkGreen_Probe	Hourglass_Probe	Hat_Probe	Ditto_Probe	Bell_Probe	LightYellow_Probe	Bar_Probe	Puzzle_Probe	Jellyfish_Probe	DarkGreen_Probe	Tie_Probe	Acorn_Probe	DarkTurquiose_Probe
Diamond_Choice	Venn_Choice	Tie_Choice	LightGray_Choice	Chevron_Choice	DarkGreen_Choice	Hourglass_Choice	Hat_Choice	Ditto_Choice	Bell_Choice	LightYellow_Choice	Bar_Choice	Puzzle_Choice	Jellyfish_Choice	DarkGreen_Choice	Tie_Choice	Acorn_Choice	DarkTurquiose_Choice
Crowbar_Probe	DarkPurple_Probe	UpArrow_Probe	Star_Probe	LightGreen_Probe	Nail_Probe	Chevron_Probe	LightRed_Probe	Puzzle_Probe	DarkYellow_Probe	Sawblade_Probe	LeftArrow_Probe	LightYellow_Probe	UpArrow_Probe	Pacman_Probe	LightRed_Probe	DarkBlue_Probe	Spade_Probe
Crowbar_Choice	DarkPurple_Choice	UpArrow_Choice	Star_Choice	LightGreen_Choice	Nail_Choice	Chevron_Choice	LightRed_Choice	Puzzle_Choice	DarkYellow_Choice	Sawblade_Choice	LeftArrow_Choice	LightYellow_Choice	UpArrow_Choice	Pacman_Choice	LightRed_Choice	DarkBlue_Choice	Spade_Choice
DarkPurple_Probe	Tie_Probe	LightBlue_Probe	Dodecagon_Probe	Sawblade_Probe	Chevron_Probe	DarkGreen_Probe	House_Probe	DarkBlue_Probe	Lock_Probe	Crowbar_Probe	LightPurple_Probe	House_Probe	DarkGreen_Probe	Lock_Probe	Sawblade_Probe	Dodecagon_Probe	LeftArrow_Probe
DarkPurple_Choice	Tie_Choice	LightBlue_Choice	Dodecagon_Choice	Sawblade_Choice	Chevron_Choice	DarkGreen_Choice	House_Choice	DarkBlue_Choice	Lock_Choice	Crowbar_Choice	LightPurple_Choice	House_Choice	DarkGreen_Choice	Lock_Choice	Sawblade_Choice	Dodecagon_Choice	LeftArrow_Choice
Spike_Probe	Nail_Probe	Chevron_Probe	LightGreen_Probe	Pacman_Probe	DarkTurquiose_Probe	Nail_Probe	Spike_Probe	Crowbar_Probe	Heart_Probe	DarkYellow_Probe	Sawblade_Probe	Rabbit_Probe	Stickyhand_Probe	DarkYellow_Probe	LeftArrow_Probe	Stickyhand_Probe	DarkGray_Probe
Spike_Choice	Nail_Choice	Chevron_Choice	LightGreen_Choice	Pacman_Choice	DarkTurquiose_Choice	Nail_Choice	Spike_Choice	Crowbar_Choice	Heart_Choice	DarkYellow_Choice	Sawblade_Choice	Rabbit_Choice	Stickyhand_Choice	DarkYellow_Choice	LeftArrow_Choice	Stickyhand_Choice	DarkGray_Choice
Tie_Probe	LightGreen_Probe	Venn_Probe	Jellyfish_Probe	DarkTurquiose_Probe	Bar_Probe	Stickyhand_Probe	LightGray_Probe	UpArrow_Probe	LightTurquiose_Probe	Nail_Probe	Ditto_Probe	LightRed_Probe	Puzzle_Probe	Acorn_Probe	LightTurquiose_Probe	LightPurple_Probe	Bar_Probe
Tie_Choice	LightGreen_Choice	Venn_Choice	Jellyfish_Choice	DarkTurquiose_Choice	Bar_Choice	Stickyhand_Choice	LightGray_Choice	UpArrow_Choice	LightTurquiose_Choice	Nail_Choice	Ditto_Choice	LightRed_Choice	Puzzle_Choice	Acorn_Choice	LightTurquiose_Choice	LightPurple_Choice	Bar_Choice
LightBlue_Probe	Acorn_Probe	DarkGray_Probe	Puzzle_Probe	Diamond_Probe	Tie_Probe	DarkYellow_Probe	Bell_Probe	DarkYellow_Probe	Puzzle_Probe	Bell_Probe	LightGreen_Probe	Bell_Probe	LightBlue_Probe	UpArrow_Probe	Hat_Probe	Diamond_Probe	Pacman_Probe
LightBlue_Choice	Acorn_Choice	DarkGray_Choice	Puzzle_Choice	Diamond_Choice	Tie_Choice	DarkYellow_Choice	Bell_Choice	DarkYellow_Choice	Puzzle_Choice	Bell_Choice	LightGreen_Choice	Bell_Choice	LightBlue_Choice	UpArrow_Choice	Hat_Choice	Diamond_Choice	Pacman_Choice
Spade_Probe	Spike_Probe	Stickyhand_Probe	LightYellow_Probe	Bell_Probe	LightGray_Probe	UpArrow_Probe	Dodecagon_Probe	Bell_Probe	Jellyfish_Probe	DarkBlue_Probe	Diamond_Probe	Venn_Probe	Bell_Probe	DarkBlue_Probe	Chevron_Probe	Crowbar_Probe	DarkRed_Probe
Spade_Choice	Spike_Choice	Stickyhand_Choice	LightYellow_Choice	Bell_Choice	LightGray_Choice	UpArrow_Choice	Dodecagon_Choice	Bell_Choice	Jellyfish_Choice	DarkBlue_Choice	Diamond_Choice	Venn_Choice	Bell_Choice	DarkBlue_Choice	Chevron_Choice	Crowbar_Choice	DarkRed_Choice
Gem_Probe	DarkRed_Probe	Spade_Probe	Stickyhand_Probe	LightBlue_Probe	Hat_Probe	Gem_Probe	LightYellow_Probe	Rabbit_Probe	LightRed_Probe	Bar_Probe	Chevron_Probe	LightTurquiose_Probe	Bar_Probe	Tie_Probe	DarkPurple_Probe	LightGray_Probe	Nail_Probe
Gem_Choice	DarkRed_Choice	Spade_Choice	Stickyhand_Choice	LightBlue_Choice	Hat_Choice	Gem_Choice	LightYellow_Choice	Rabbit_Choice	LightRed_Choice	Bar_Choice	Chevron_Choice	LightTurquiose_Choice	Bar_Choice	Tie_Choice	DarkPurple_Choice	LightGray_Choice	Nail_Choice
LightPurple_Probe	Pacman_Probe	LightGreen_Probe	Spike_Probe	Lock_Probe	Bell_Probe	LightGray_Probe	Crowbar_Probe	LightGray_Probe	UpArrow_Probe	Chevron_Probe	LightGray_Probe	Stickyhand_Probe	LightGray_Probe	Rabbit_Probe	Bar_Probe	UpArrow_Probe	Heart_Probe
LightPurple_Choice	Pacman_Choice	LightGreen_Choice	Spike_Choice	Lock_Choice	Bell_Choice	LightGray_Choice	Crowbar_Choice	LightGray_Choice	UpArrow_Choice	Chevron_Choice	LightGray_Choice	Stickyhand_Choice	LightGray_Choice	Rabbit_Choice	Bar_Choice	UpArrow_Choice	Heart_Choice
Venn_Probe	Hourglass_Probe	Heart_Probe	DarkGray_Probe	Gem_Probe	LightYellow_Probe	Sawblade_Probe	Rabbit_Probe	Pacman_Probe	Stickyhand_Probe	LightGreen_Probe	UpArrow_Probe	Dodecagon_Probe	Tie_Probe	LightTurquiose_Probe	Crowbar_Probe	Ditto_Probe	LightTurquiose_Probe
Venn_Choice	Hourglass_Choice	Heart_Choice	DarkGray_Choice	Gem_Choice	LightYellow_Choice	Sawblade_Choice	Rabbit_Choice	Pacman_Choice	Stickyhand_Choice	LightGreen_Choice	UpArrow_Choice	Dodecagon_Choice	Tie_Choice	LightTurquiose_Choice	Crowbar_Choice	Ditto_Choice	LightTurquiose_Choice
Chevron_Probe	LightBlue_Probe	Lock_Probe	House_Probe	DarkBlue_Probe	Dodecagon_Probe	Crowbar_Probe	LightTurquiose_Probe	Bar_Probe	LightGray_Probe	Rabbit_Probe	Stickyhand_Probe	LightGreen_Probe	Spike_Probe	LeftArrow_Probe	LightBlue_Probe	DarkRed_Probe	Hat_Probe
Chevron_Choice	LightBlue_Choice	Lock_Choice	House_Choice	DarkBlue_Choice	Dodecagon_Choice	Crowbar_Choice	LightTurquiose_Choice	Bar_Choice	LightGray_Choice	Rabbit_Choice	Stickyhand_Choice	LightGreen_Choice	Spike_Choice	LeftArrow_Choice	LightBlue_Choice	DarkRed_Choice	Hat_Choice
DarkRed_Probe	Star_Probe	DarkTurquiose_Probe	Hat_Probe	UpArrow_Probe	Star_Probe	DarkGray_Probe	Pacman_Probe	LightBlue_Probe	Hourglass_Probe	LeftArrow_Probe	DarkBlue_Probe	Star_Probe	DarkRed_Probe	Spade_Probe	Diamond_Probe	Bar_Probe	Acorn_Probe
DarkRed_Choice	Star_Choice	DarkTurquiose_Choice	Hat_Choice	UpArrow_Choice	Star_Choice	DarkGray_Choice	Pacman_Choice	LightBlue_Choice	Hourglass_Choice	LeftArrow_Choice	DarkBlue_Choice	Star_Choice	DarkRed_Choice	Spade_Choice	Diamond_Choice	Bar_Choice	Acorn_Choice
Puzzle_Probe	Diamond_Probe	Gem_Probe	LightRed_Probe	Ditto_Probe	DarkBlue_Probe	Puzzle_Probe	Puzzle_Probe	LeftArrow_Probe	Ditto_Probe	DarkTurquiose_Probe	Spike_Probe	Hat_Probe	Ditto_Probe	LightBlue_Probe	Pacman_Probe	LeftArrow_Probe	DarkGreen_Probe
Puzzle_Choice	Diamond_Choice	Gem_Choice	LightRed_Choice	Ditto_Choice	DarkBlue_Choice	Puzzle_Choice	Puzzle_Choice	LeftArrow_Choice	Ditto_Choice	DarkTurquiose_Choice	Spike_Choice	Hat_Choice	Ditto_Choice	LightBlue_Choice	Pacman_Choice	LeftArrow_Choice	DarkGreen_Choice
House_Probe	DarkGreen_Probe	Sawblade_Probe	Heart_Probe	DarkRed_Probe	Spade_Probe	Star_Probe	DarkTurquiose_Probe	Sawblade_Probe	DarkPurple_Probe	Diamond_Probe	Crowbar_Probe	LightGray_Probe	Diamond_Probe	House_Probe	DarkBlue_Probe	LightGreen_Probe	Hourglass_Probe
House_Choice	DarkGreen_Choice	Sawblade_Choice	Heart_Choice	DarkRed_Choice	Spade_Choice	Star_Choice	DarkTurquiose_Choice	Sawblade_Choice	DarkPurple_Choice	Diamond_Choice	Crowbar_Choice	LightGray_Choice	Diamond_Choice	House_Choice	DarkBlue_Choice	LightGreen_Choice	Hourglass_Choice
LightGray_Probe	Crowbar_Probe	LightGray_Probe	Diamond_Probe	Hat_Probe	Pacman_Probe	LightYellow_Probe	LeftArrow_Probe	DarkTurquiose_Probe	Spike_Probe	Gem_Probe	DarkGreen_Probe	Gem_Probe	LightPurple_Probe	Bar_Probe	Spade_Probe	Spike_Probe	Bell_Probe
LightGray_Choice	Crowbar_Choice	LightGray_Choice	Diamond_Choice	Hat_Choice	Pacman_Choice	LightYellow_Choice	LeftArrow_Choice	DarkTurquiose_Choice	Spike_Choice	Gem_Choice	DarkGreen_Choice	Gem_Choice	LightPurple_Choice	Bar_Choice	Spade_Choice	Spike_Choice	Bell_Choice
Hourglass_Probe	Dodecagon_Probe	Bell_Probe	DarkTurquiose_Probe	Jellyfish_Probe	DarkPurple_Probe	Dodecagon_Probe	Lock_Probe	Acorn_Probe	Pacman_Probe	LightTurquiose_Probe	Spade_Probe	Spike_Probe	Pacman_Probe	LightGray_Probe	House_Probe	Bell_Probe	LightRed_Probe
Hourglass_Choice	Dodecagon_Choice	Bell_Choice	DarkTurquiose_Choice	Jellyfish_Choice	DarkPurple_Choice	Dodecagon_Choice	Lock_Choice	Acorn_Choice	Pacman_Choice	LightTurquiose_Choice	Spade_Choice	Spike_Choice	Pacman_Choice	LightGray_Choice	House_Choice	Bell_Choice	LightRed_Choice
Heart_Probe	LightTurquiose_Probe	Hourglass_Probe	Tie_Probe	DarkGreen_Probe	Rabbit_Probe	House_Probe	DarkPurple_Probe	Diamond_Probe	LightPurple_Probe	Venn_Probe	Bell_Probe	LightBlue_Probe	Sawblade_Probe	Star_Probe	LightGray_Probe	DarkYellow_Probe	Spike_Probe
Heart_Choice	LightTurquiose_Choice	Hourglass_Choice	Tie_Choice	DarkGreen_Choice	Rabbit_Choice	House_Choice	DarkPurple_Choice	Diamond_Choice	LightPurple_Choice	Venn_Choice	Bell_Choice	LightBlue_Choice	Sawblade_Choice	Star_Choice	LightGray_Choice	DarkYellow_Choice	Spike_Choice
LightYellow_Probe	House_Probe	LightTurquiose_Probe	Venn_Probe	Spade_Probe	Heart_Probe	LightBlue_Probe	Heart_Probe	LightRed_Probe	Hat_Probe	Heart_Probe	DarkTurquiose_Probe	Crowbar_Probe	DarkYellow_Probe	Sawblade_Probe	UpArrow_Probe	Rabbit_Probe	Gem_Probe
LightYellow_Choice	House_Choice	LightTurquiose_Choice	Venn_Choice	Spade_Choice	Heart_Choice	LightBlue_Choice	Heart_Choice	LightRed_Choice	Hat_Choice	Heart_Choice	DarkTurquiose_Choice	Crowbar_Choice	DarkYellow_Choice	Sawblade_Choice	UpArrow_Choice	Rabbit_Choice	Gem_Choice
UpArrow_Probe	Lock_Probe	Crowbar_Probe	DarkPurple_Probe	Stickyhand_Probe	LightPurple_Probe	Diamond_Probe	Sawblade_Probe	Gem_Probe	Acorn_Probe	DarkPurple_Probe	Lock_Probe	Bar_Probe	Gem_Probe	DarkGray_Probe	Heart_Probe	Star_Probe	LightGray_Probe
UpArrow_Choice	Lock_Choice	Crowbar_Choice	DarkPurple_Choice	Stickyhand_Choice	LightPurple_Choice	Diamond_Choice	Sawblade_Choice	Gem_Choice	Acorn_Choice	DarkPurple_Choice	Lock_Choice	Bar_Choice	Gem_Choice	DarkGray_Choice	Heart_Choice	Star_Choice	LightGray_Choice
Star_Probe	LightYellow_Probe	Rabbit_Probe	Gem_Probe	LightYellow_Probe	Hourglass_Probe	LeftArrow_Probe	DarkYellow_Probe	Spade_Probe	DarkTurquiose_Probe	Lock_Probe	Heart_Probe	DarkGray_Probe	Lock_Probe	Heart_Probe	DarkYellow_Probe	LightTurquiose_Probe	Sawblade_Probe
