Run,IMA,Subject,Session,Blocknumber,Blocktype,Stimulus,ProbeTrial,Correct,StimulusDuration,GrayDuration,ChoiceDuration,ITIDuration,CorrectLocation,UpperRightChoice,LowerRightChoice,LowerLeftChoice,UpperLeftChoice,CorrectChoiceStim,ChoiceLocation,ChoiceStimuli,PercentFixationStim,MedianDistanceStim,Complete
17,22,Jeeves,2024-02-05,1,Chromatic,Rabbit,1,1,3,0,1,3,UpperRight,LightPurple,DarkGreen,DarkBlue,DarkGray,LightPurple,UpperRight,LightPurple,0.122222222222222,9.14241189004731,1
17,22,Jeeves,2024-02-05,2,Chromatic,UpArrow,1,0,3,0,1,3,LowerRight,LightPurple,DarkRed,LightYellow,DarkBlue,DarkRed,UpperLeft,DarkBlue,0.776951672862453,0.758589550382716,1
17,22,Jeeves,2024-02-05,3,Colors,DarkGray,1,1,3,0,1,3,UpperRight,Hat,Spade,Bar,UpArrow,Hat,UpperRight,Hat,0.696296296296296,0.557928815020749,1
17,22,Jeeves,2024-02-05,4,Chromatic,Diamond,1,0,3,0,1,3,LowerLeft,DarkRed,DarkGray,LightYellow,DarkGreen,LightYellow,UpperRight,DarkRed,0.717472118959108,0.568984129126767,1
17,22,Jeeves,2024-02-05,5,Colors,DarkGreen,1,1,3,0,1,3,UpperLeft,UpArrow,Nail,Rabbit,Bar,Bar,UpperLeft,Bar,0.518518518518518,0.958079420933379,1
17,22,Jeeves,2024-02-05,6,Chromatic,UpArrow,1,0,3,0,1,3,UpperLeft,DarkGreen,LightTurquiose,LightPurple,DarkRed,DarkRed,LowerRight,LightTurquiose,0.633333333333333,0.826981915686928,1
17,22,Jeeves,2024-02-05,7,Chromatic,UpArrow,1,0,3,0,1,3,UpperLeft,DarkBlue,LightTurquiose,LightYellow,DarkRed,DarkRed,LowerLeft,LightYellow,0.622222222222222,0.57516947435738,1
17,22,Jeeves,2024-02-05,8,Colors,DarkGreen,1,1,3,0,1,3,UpperLeft,Spade,Diamond,Rabbit,Bar,Bar,UpperLeft,Bar,0.937037037037037,0.395470044140692,1
17,22,Jeeves,2024-02-05,9,Chromatic,Hat,1,0,3,0,1,3,LowerLeft,LightTurquiose,DarkBlue,DarkGray,DarkRed,DarkGray,UpperRight,LightTurquiose,0.696296296296296,0.441815157014191,1
17,22,Jeeves,2024-02-05,10,Colors,DarkGray,1,0,3,0,1,3,LowerRight,Bar,Hat,Diamond,Spade,Hat,None,None,0.592592592592593,0.77937157564706,1
17,22,Jeeves,2024-02-05,11,Colors,DarkBlue,1,0,3,0,1,3,LowerLeft,Rabbit,UpArrow,Nail,Spade,Nail,LowerRight,UpArrow,0.962962962962963,0.505472486724341,1
17,22,Jeeves,2024-02-05,12,Chromatic,Bar,1,1,3,0,1,3,LowerLeft,LightTurquiose,DarkBlue,DarkGreen,DarkGray,DarkGreen,LowerLeft,DarkGreen,0.666666666666667,0.442197552597875,1
17,22,Jeeves,2024-02-05,13,Chromatic,Diamond,1,1,3,0,1,3,LowerRight,DarkRed,LightYellow,DarkGray,DarkBlue,LightYellow,LowerRight,LightYellow,0.594795539033457,0.57516947435738,1
17,22,Jeeves,2024-02-05,14,Colors,DarkBlue,1,0,3,0,1,3,LowerLeft,Hat,UpArrow,Nail,Bar,Nail,UpperLeft,Bar,0.607407407407407,0.637323277531016,1
17,22,Jeeves,2024-02-05,15,Colors,LightTurquiose,1,1,3,0,1,3,UpperRight,Spade,Nail,Diamond,Hat,Spade,UpperRight,Spade,0.57037037037037,0.920174398324311,1
