   0.0 	      0 
  30.0 	      5 
  33.0 	      5 
  36.0 	      5 
  39.0 	      5 
  42.0 	      5 
  45.0 	      5 
  48.0 	      5 
  51.0 	      5 
  54.0 	      5 
  57.0 	      5 
  60.0 	      6 
  63.0 	      6 
  66.0 	      6 
  69.0 	      6 
  72.0 	      6 
  75.0 	      6 
  78.0 	      6 
  81.0 	      6 
  84.0 	      6 
  87.0 	      6 
  90.0 	      4 
  93.0 	      4 
  96.0 	      4 
  99.0 	      4 
 102.0 	      4 
 105.0 	      4 
 108.0 	      4 
 111.0 	      4 
 114.0 	      4 
 117.0 	      4 
 120.0 	      7 
 123.0 	      7 
 126.0 	      7 
 129.0 	      7 
 132.0 	      7 
 135.0 	      7 
 138.0 	      7 
 141.0 	      7 
 144.0 	      7 
 147.0 	      7 
 150.0 	      3 
 153.0 	      3 
 156.0 	      3 
 159.0 	      3 
 162.0 	      3 
 165.0 	      3 
 168.0 	      3 
 171.0 	      3 
 174.0 	      3 
 177.0 	      3 
 180.0 	      8 
 183.0 	      8 
 186.0 	      8 
 189.0 	      8 
 192.0 	      8 
 195.0 	      8 
 198.0 	      8 
 201.0 	      8 
 204.0 	      8 
 207.0 	      8 
 210.0 	      2 
 213.0 	      2 
 216.0 	      2 
 219.0 	      2 
 222.0 	      2 
 225.0 	      2 
 228.0 	      2 
 231.0 	      2 
 234.0 	      2 
 237.0 	      2 
 240.0 	      1 
 243.0 	      1 
 246.0 	      1 
 249.0 	      1 
 252.0 	      1 
 255.0 	      1 
 258.0 	      1 
 261.0 	      1 
 264.0 	      1 
 267.0 	      1 
 270.0 	      0 
