13,14,15,16,17,18,19,20,21,22,2,23,24,25,26,27,28,29,30,31,32,3,4,5,6,7,8,9,10
0.159090909,0.954545455,0.431818182,0,0.170454545,0.909090909,0.863636364,0,0.670454545,0.897727273,0.511363636,0.602272727,0.329545455,0.875,0.329545455,0.886363636,0.829545455,0.863636364,0.886363636,0.136363636,0.863636364,0.862068966,0.852272727,0.954545455,0.909090909,0.920454545,0.852272727,0.897727273,0.329545455
0.255555556,0.711111111,0.133333333,0,0.277777778,0.977777778,0.911111111,0.288888889,0.855555556,0.988888889,0.811111111,0.853932584,0.622222222,0.866666667,0.977777778,0.888888889,0.866666667,0.966666667,0.822222222,0.277777778,0.955555556,0.755555556,0.944444444,0.977777778,1,0.933333333,0.944444444,0.844444444,0.555555556
0.988888889,0.855555556,0,0.157303371,0.911111111,0.988888889,0.388888889,0.311111111,0.833333333,0.966666667,0.977777778,0.955555556,0.7,0.8,0.977777778,0.888888889,0.733333333,0.944444444,0.777777778,0.522222222,0.966666667,0.811111111,0.966666667,1,1,0.966666667,0.888888889,0.322222222,0.788888889
0.788888889,0.449438202,0,0.944444444,0.955555556,0.977777778,0.966666667,0.955555556,0.933333333,0.966666667,0.977777778,0.977777778,0.766666667,0.788888889,0.966666667,0.944444444,0.433333333,0.844444444,0.7,0.611111111,0.933333333,0.811111111,0.988888889,0.788888889,1,1,0.877777778,0.488888889,0.97752809
0.449438202,0.611111111,0,0.788888889,0.133333333,0.644444444,0.9,0.588888889,0.933333333,0.988888889,0.822222222,0.911111111,0.733333333,0.911111111,0.988888889,0.955555556,0.677777778,0.377777778,0.355555556,0.677777778,1,0.655555556,0.966666667,0.822222222,1,0.944444444,0.277777778,0.9,1
0.522222222,0.888888889,0,0.844444444,0.488888889,0.795454545,0.655555556,0.622222222,0.477777778,0.7,0.555555556,0.966666667,0.6,0.977777778,0.955555556,0.688888889,0.555555556,0.811111111,0.833333333,0.766666667,0.522222222,0.777777778,1,0.822222222,1,0.617977528,0.777777778,0.797752809,0.822222222
0.08988764,0.122222222,0,0.066666667,0.044444444,0.088888889,0,0.088888889,0.066666667,0,0.175,0.066666667,0.077777778,0.266666667,0.077777778,0.044444444,0.155555556,0.111111111,0.1,0.066666667,0,0.258426966,0.077777778,0.066666667,0.077777778,0,0.056179775,0.177777778,0.066666667
0.9,0.433333333,0.9,0.833333333,0.888888889,0.922222222,0.044444444,0.955555556,0.611111111,0.322222222,NaN,0.733333333,0.511111111,0.977777778,0.933333333,0.944444444,0.911111111,0.933333333,0.944444444,0.933333333,0.933333333,0.477777778,0.755555556,0.922222222,0.911111111,0.855555556,0.733333333,0.633333333,0.455555556
0.511111111,0.677777778,0.555555556,0.9,0.966666667,0.988888889,0.777777778,1,0.411111111,0.233333333,NaN,0.544444444,0.711111111,0.811111111,0.988888889,0.733333333,0.866666667,0.977777778,0.911111111,0.966666667,0.988888889,0.366666667,0.944444444,1,0.833333333,1,0.977777778,0.033333333,0.444444444
0.722222222,0.777777778,0.544444444,0.9,0.744444444,0.711111111,0.422222222,0.988888889,0.644444444,0.444444444,NaN,0.466666667,0.677777778,0.988888889,0.933333333,0.933333333,0.822222222,0.888888889,0.977777778,0.8,0.988888889,0.944444444,0.4,0.766666667,0.722222222,0.822222222,0.988888889,0.644444444,0.722222222
0.766666667,0.933333333,0.555555556,0.355555556,0.655555556,0.777777778,0.666666667,1,0.588888889,0.611111111,NaN,0.477777778,0.822222222,1,0.988888889,0.933333333,0.822222222,0.9,0.877777778,0.966666667,0.744444444,0.955555556,0.611111111,0.911111111,0.144444444,0.977777778,0.988888889,0.688888889,0.777777778
0.977777778,0.666666667,0.911111111,0.255555556,0.622222222,1,0.844444444,0.833333333,1,0.888888889,NaN,0.911111111,0.966666667,0.977777778,0.977777778,0.933333333,0.8,0.611111111,0.811111111,0.833333333,0.988888889,0.988888889,0.494382022,1,0.595505618,0.966666667,0.977777778,0.7,0.788888889
