0.19511,0.47679
0.22751,0.47679
0.22702,0.48241
0.22556,0.48787
0.22317,0.49299
0.21993,0.49762
0.21594,0.50161
0.21131,0.50485
0.20619,0.50724
0.20074,0.5087
0.19511,0.50919
0.18948,0.5087
0.18403,0.50724
0.17891,0.50485
0.17428,0.50161
0.17029,0.49762
0.16705,0.49299
0.16466,0.48787
0.1632,0.48241
0.1627,0.47679
0.1632,0.47116
0.16466,0.4657
0.16705,0.46058
0.17029,0.45596
0.17428,0.45196
0.17891,0.44872
0.18403,0.44634
0.18948,0.44487
0.19511,0.44438
0.20074,0.44487
0.20619,0.44634
0.21131,0.44872
0.21594,0.45196
0.21993,0.45596
0.22317,0.46058
0.22556,0.4657
0.22702,0.47116
