0.19319,0.48009
0.2225,0.48009
0.22205,0.48518
0.22073,0.49011
0.21857,0.49474
0.21564,0.49893
0.21203,0.50254
0.20784,0.50547
0.20322,0.50763
0.19828,0.50895
0.19319,0.50939
0.1881,0.50895
0.18317,0.50763
0.17854,0.50547
0.17436,0.50254
0.17075,0.49893
0.16782,0.49474
0.16566,0.49011
0.16434,0.48518
0.16389,0.48009
0.16434,0.475
0.16566,0.47007
0.16782,0.46544
0.17075,0.46126
0.17436,0.45764
0.17854,0.45471
0.18317,0.45255
0.1881,0.45123
0.19319,0.45079
0.19828,0.45123
0.20322,0.45255
0.20784,0.45471
0.21203,0.45764
0.21564,0.46126
0.21857,0.46544
0.22073,0.47007
0.22205,0.475
