0.19254,0.47774
0.22102,0.47774
0.22059,0.48269
0.21931,0.48748
0.21721,0.49198
0.21436,0.49605
0.21085,0.49956
0.20678,0.50241
0.20228,0.50451
0.19749,0.50579
0.19254,0.50622
0.18759,0.50579
0.1828,0.50451
0.1783,0.50241
0.17423,0.49956
0.17072,0.49605
0.16787,0.49198
0.16577,0.48748
0.16449,0.48269
0.16405,0.47774
0.16449,0.47279
0.16577,0.468
0.16787,0.4635
0.17072,0.45943
0.17423,0.45592
0.1783,0.45307
0.1828,0.45097
0.18759,0.44969
0.19254,0.44925
0.19749,0.44969
0.20228,0.45097
0.20678,0.45307
0.21085,0.45592
0.21436,0.45943
0.21721,0.4635
0.21931,0.468
0.22059,0.47279
