62.083,-2.2401e-14,0
62.083,30,0
62.083,29.544,5.2094
62.083,28.191,10.261
62.083,25.981,15
62.083,22.981,19.284
62.083,19.284,22.981
62.083,15,25.981
62.083,10.261,28.191
62.083,5.2094,29.544
62.083,-2.0564e-14,30
62.083,-5.2094,29.544
62.083,-10.261,28.191
62.083,-15,25.981
62.083,-19.284,22.981
62.083,-22.981,19.284
62.083,-25.981,15
62.083,-28.191,10.261
62.083,-29.544,5.2094
62.083,-30,3.6739e-15
62.083,-29.544,-5.2094
62.083,-28.191,-10.261
62.083,-25.981,-15
62.083,-22.981,-19.284
62.083,-19.284,-22.981
62.083,-15,-25.981
62.083,-10.261,-28.191
62.083,-5.2094,-29.544
62.083,-2.7912e-14,-30
62.083,5.2094,-29.544
62.083,10.261,-28.191
62.083,15,-25.981
62.083,19.284,-22.981
62.083,22.981,-19.284
62.083,25.981,-15
62.083,28.191,-10.261
62.083,29.544,-5.2094
