155.19,169.79,189.01
180.29,169.79,180.64
177.88,169.79,169.16
174.85,169.79,158.51
171.3,169.79,148.98
167.35,169.79,140.8
163.11,169.79,134.15
158.71,169.79,129.17
154.25,169.79,125.96
149.85,169.79,124.57
145.62,169.79,125.02
141.66,169.79,127.3
138.08,169.79,131.35
134.96,169.79,137.09
132.39,169.79,144.39
130.45,169.79,153.1
129.21,169.79,163.01
128.71,169.79,173.89
129,169.79,185.45
130.09,169.79,197.38
131.98,169.79,209.33
134.63,169.79,220.92
137.98,169.79,231.76
141.96,169.79,241.47
146.42,169.79,249.69
151.24,169.79,256.07
156.25,169.79,260.36
161.26,169.79,262.37
166.1,169.79,262
170.58,169.79,259.27
174.55,169.79,254.26
177.86,169.79,247.2
180.4,169.79,238.36
182.11,169.79,228.09
182.94,169.79,216.78
182.89,169.79,204.83
181.98,169.79,192.66
