92.806,101.35,112.66
110.03,101.35,106.92
108.35,101.35,99.061
106.25,101.35,91.804
103.8,101.35,85.33
101.09,101.35,79.788
98.196,101.35,75.295
95.191,101.35,71.94
92.157,101.35,69.78
89.165,101.35,68.851
86.29,101.35,69.164
83.598,101.35,70.707
81.157,101.35,73.447
79.027,101.35,77.328
77.266,101.35,82.272
75.928,101.35,88.176
75.057,101.35,94.911
74.694,101.35,102.32
74.864,101.35,110.22
75.584,101.35,118.4
76.854,101.35,126.62
78.655,101.35,134.62
80.949,101.35,142.13
83.676,101.35,148.88
86.756,101.35,154.61
90.088,101.35,159.08
93.556,101.35,162.09
97.033,101.35,163.51
100.39,101.35,163.26
103.49,101.35,161.35
106.24,101.35,157.86
108.51,101.35,152.94
110.26,101.35,146.78
111.41,101.35,139.64
111.95,101.35,131.8
111.88,101.35,123.55
111.23,101.35,115.16
