142.77,155.91,171.98
165.41,155.91,164.44
163.24,155.91,154.09
160.5,155.91,144.49
157.3,155.91,135.9
153.74,155.91,128.53
149.91,155.91,122.53
145.93,155.91,118.04
141.91,155.91,115.14
137.93,155.91,113.88
134.11,155.91,114.29
130.54,155.91,116.35
127.3,155.91,120.01
124.49,155.91,125.18
122.17,155.91,131.78
120.43,155.91,139.63
119.31,155.91,148.57
118.87,155.91,158.37
119.14,155.91,168.79
120.13,155.91,179.53
121.84,155.91,190.28
124.24,155.91,200.71
127.27,155.91,210.47
130.85,155.91,219.2
134.88,155.91,226.58
139.23,155.91,232.31
143.74,155.91,236.17
148.26,155.91,237.97
152.62,155.91,237.63
156.66,155.91,235.17
160.23,155.91,230.67
163.21,155.91,224.32
165.51,155.91,216.37
167.04,155.91,207.14
167.79,155.91,196.96
167.75,155.91,186.21
166.94,155.91,175.25
