0.19053,0.46814
0.22293,0.46814
0.22244,0.47377
0.22098,0.47922
0.21859,0.48434
0.21535,0.48897
0.21136,0.49296
0.20673,0.4962
0.20161,0.49859
0.19615,0.50005
0.19053,0.50055
0.1849,0.50005
0.17944,0.49859
0.17432,0.4962
0.1697,0.49296
0.1657,0.48897
0.16246,0.48434
0.16008,0.47922
0.15861,0.47377
0.15812,0.46814
0.15861,0.46251
0.16008,0.45706
0.16246,0.45194
0.1657,0.44731
0.1697,0.44332
0.17432,0.44008
0.17944,0.43769
0.1849,0.43623
0.19053,0.43574
0.19615,0.43623
0.20161,0.43769
0.20673,0.44008
0.21136,0.44332
0.21535,0.44731
0.21859,0.45194
0.22098,0.45706
0.22244,0.46251
