0,0
-0.03305,-1.1102e-16
-0.032548,-0.0057391
-0.031057,-0.011304
-0.028622,-0.016525
-0.025318,-0.021244
-0.021244,-0.025318
-0.016525,-0.028622
-0.011304,-0.031057
-0.0057391,-0.032548
0,-0.03305
0.0057391,-0.032548
0.011304,-0.031057
0.016525,-0.028622
0.021244,-0.025318
0.025318,-0.021244
0.028622,-0.016525
0.031057,-0.011304
0.032548,-0.0057391
0.03305,0
0.032548,0.0057391
0.031057,0.011304
0.028622,0.016525
0.025318,0.021244
0.021244,0.025318
0.016525,0.028622
0.011304,0.031057
0.0057391,0.032548
0,0.03305
-0.0057391,0.032548
-0.011304,0.031057
-0.016525,0.028622
-0.021244,0.025318
-0.025318,0.021244
-0.028622,0.016525
-0.031057,0.011304
-0.032548,0.0057391
