78.752,-2.8416e-14,0
78.752,30,0
78.752,29.544,5.2094
78.752,28.191,10.261
78.752,25.981,15
78.752,22.981,19.284
78.752,19.284,22.981
78.752,15,25.981
78.752,10.261,28.191
78.752,5.2094,29.544
78.752,-2.6579e-14,30
78.752,-5.2094,29.544
78.752,-10.261,28.191
78.752,-15,25.981
78.752,-19.284,22.981
78.752,-22.981,19.284
78.752,-25.981,15
78.752,-28.191,10.261
78.752,-29.544,5.2094
78.752,-30,3.6739e-15
78.752,-29.544,-5.2094
78.752,-28.191,-10.261
78.752,-25.981,-15
78.752,-22.981,-19.284
78.752,-19.284,-22.981
78.752,-15,-25.981
78.752,-10.261,-28.191
78.752,-5.2094,-29.544
78.752,-3.3927e-14,-30
78.752,5.2094,-29.544
78.752,10.261,-28.191
78.752,15,-25.981
78.752,19.284,-22.981
78.752,22.981,-19.284
78.752,25.981,-15
78.752,28.191,-10.261
78.752,29.544,-5.2094
