0.18988,0.46745
0.2206,0.46745
0.22013,0.47278
0.21874,0.47795
0.21648,0.4828
0.21341,0.48719
0.20963,0.49097
0.20524,0.49404
0.20039,0.49631
0.19522,0.49769
0.18988,0.49816
0.18455,0.49769
0.17938,0.49631
0.17453,0.49404
0.17014,0.49097
0.16636,0.48719
0.16329,0.4828
0.16102,0.47795
0.15964,0.47278
0.15917,0.46745
0.15964,0.46211
0.16102,0.45694
0.16329,0.45209
0.16636,0.44771
0.17014,0.44392
0.17453,0.44085
0.17938,0.43859
0.18455,0.4372
0.18988,0.43673
0.19522,0.4372
0.20039,0.43859
0.20524,0.44085
0.20963,0.44392
0.21341,0.44771
0.21648,0.45209
0.21874,0.45694
0.22013,0.46211
