0,0
-0.040783,2.2204e-16
-0.040163,-0.0070819
-0.038323,-0.013949
-0.035319,-0.020391
-0.031241,-0.026215
-0.026215,-0.031241
-0.020391,-0.035319
-0.013949,-0.038323
-0.0070819,-0.040163
-2.7756e-17,-0.040783
0.0070819,-0.040163
0.013949,-0.038323
0.020391,-0.035319
0.026215,-0.031241
0.031241,-0.026215
0.035319,-0.020391
0.038323,-0.013949
0.040163,-0.0070819
0.040783,0
0.040163,0.0070819
0.038323,0.013949
0.035319,0.020391
0.031241,0.026215
0.026215,0.031241
0.020391,0.035319
0.013949,0.038323
0.0070819,0.040163
2.7756e-17,0.040783
-0.0070819,0.040163
-0.013949,0.038323
-0.020391,0.035319
-0.026215,0.031241
-0.031241,0.026215
-0.035319,0.020391
-0.038323,0.013949
-0.040163,0.0070819
