0,0
-0.027744,1.1102e-16
-0.027322,-0.0048177
-0.026071,-0.0094889
-0.024027,-0.013872
-0.021253,-0.017833
-0.017833,-0.021253
-0.013872,-0.024027
-0.0094889,-0.026071
-0.0048177,-0.027322
2.7756e-17,-0.027744
0.0048177,-0.027322
0.0094889,-0.026071
0.013872,-0.024027
0.017833,-0.021253
0.021253,-0.017833
0.024027,-0.013872
0.026071,-0.0094889
0.027322,-0.0048177
0.027744,1.1102e-16
0.027322,0.0048177
0.026071,0.0094889
0.024027,0.013872
0.021253,0.017833
0.017833,0.021253
0.013872,0.024027
0.0094889,0.026071
0.0048177,0.027322
2.7756e-17,0.027744
-0.0048177,0.027322
-0.0094889,0.026071
-0.013872,0.024027
-0.017833,0.021253
-0.021253,0.017833
-0.024027,0.013872
-0.026071,0.0094889
-0.027322,0.0048177
