0.19027,0.46752
0.22647,0.46752
0.22592,0.47381
0.22429,0.4799
0.22162,0.48562
0.218,0.49079
0.21354,0.49525
0.20837,0.49887
0.20265,0.50153
0.19656,0.50317
0.19027,0.50372
0.18399,0.50317
0.17789,0.50153
0.17217,0.49887
0.16701,0.49525
0.16254,0.49079
0.15893,0.48562
0.15626,0.4799
0.15463,0.47381
0.15408,0.46752
0.15463,0.46124
0.15626,0.45514
0.15893,0.44942
0.16254,0.44425
0.16701,0.43979
0.17217,0.43617
0.17789,0.43351
0.18399,0.43187
0.19027,0.43132
0.19656,0.43187
0.20265,0.43351
0.20837,0.43617
0.21354,0.43979
0.218,0.44425
0.22162,0.44942
0.22429,0.45514
0.22592,0.46124
