0,0
-0.032405,5.5511e-17
-0.031913,-0.0056271
-0.030451,-0.011083
-0.028063,-0.016202
-0.024824,-0.020829
-0.020829,-0.024824
-0.016202,-0.028063
-0.011083,-0.030451
-0.0056271,-0.031913
0,-0.032405
0.0056271,-0.031913
0.011083,-0.030451
0.016202,-0.028063
0.020829,-0.024824
0.024824,-0.020829
0.028063,-0.016202
0.030451,-0.011083
0.031913,-0.0056271
0.032405,5.5511e-17
0.031913,0.0056271
0.030451,0.011083
0.028063,0.016202
0.024824,0.020829
0.020829,0.024824
0.016202,0.028063
0.011083,0.030451
0.0056271,0.031913
2.7756e-17,0.032405
-0.0056271,0.031913
-0.011083,0.030451
-0.016202,0.028063
-0.020829,0.024824
-0.024824,0.020829
-0.028063,0.016202
-0.030451,0.011083
-0.031913,0.0056271
