0,0
-0.029746,-5.5511e-17
-0.029294,-0.0051654
-0.027952,-0.010174
-0.025761,-0.014873
-0.022787,-0.019121
-0.019121,-0.022787
-0.014873,-0.025761
-0.010174,-0.027952
-0.0051654,-0.029294
0,-0.029746
0.0051654,-0.029294
0.010174,-0.027952
0.014873,-0.025761
0.019121,-0.022787
0.022787,-0.019121
0.025761,-0.014873
0.027952,-0.010174
0.029294,-0.0051654
0.029746,0
0.029294,0.0051654
0.027952,0.010174
0.025761,0.014873
0.022787,0.019121
0.019121,0.022787
0.014873,0.025761
0.010174,0.027952
0.0051654,0.029294
0,0.029746
-0.0051654,0.029294
-0.010174,0.027952
-0.014873,0.025761
-0.019121,0.022787
-0.022787,0.019121
-0.025761,0.014873
-0.027952,0.010174
-0.029294,0.0051654
