187.13,204.09,209.14
214.74,204.09,199.94
212.1,204.09,187.48
208.78,204.09,175.9
204.88,204.09,165.53
200.53,204.09,156.62
195.86,204.09,149.37
190.99,204.09,143.93
186.07,204.09,140.43
181.2,204.09,138.92
176.52,204.09,139.43
172.15,204.09,141.94
168.19,204.09,146.39
164.76,204.09,152.68
161.94,204.09,160.67
159.82,204.09,170.19
158.47,204.09,181
157.95,204.09,192.85
158.3,204.09,205.41
159.53,204.09,218.34
161.64,204.09,231.27
164.58,204.09,243.78
168.29,204.09,255.46
172.66,204.09,265.89
177.57,204.09,274.69
182.85,204.09,281.52
188.33,204.09,286.09
193.81,204.09,288.21
199.1,204.09,287.78
204,204.09,284.81
208.34,204.09,279.42
211.97,204.09,271.81
214.76,204.09,262.29
216.65,204.09,251.23
217.58,204.09,239.03
217.54,204.09,226.13
216.58,204.09,212.96
