0,0
-0.031803,5.5511e-17
-0.03132,-0.0055226
-0.029885,-0.010877
-0.027542,-0.015902
-0.024363,-0.020443
-0.020443,-0.024363
-0.015902,-0.027542
-0.010877,-0.029885
-0.0055226,-0.03132
0,-0.031803
0.0055226,-0.03132
0.010877,-0.029885
0.015902,-0.027542
0.020443,-0.024363
0.024363,-0.020443
0.027542,-0.015902
0.029885,-0.010877
0.03132,-0.0055226
0.031803,0
0.03132,0.0055226
0.029885,0.010877
0.027542,0.015902
0.024363,0.020443
0.020443,0.024363
0.015902,0.027542
0.010877,0.029885
0.0055226,0.03132
0,0.031803
-0.0055226,0.03132
-0.010877,0.029885
-0.015902,0.027542
-0.020443,0.024363
-0.024363,0.020443
-0.027542,0.015902
-0.029885,0.010877
-0.03132,0.0055226
