0.19312,0.4739
0.22687,0.4739
0.22635,0.47976
0.22483,0.48545
0.22235,0.49078
0.21897,0.4956
0.21481,0.49975
0.21,0.50313
0.20466,0.50561
0.19898,0.50714
0.19312,0.50765
0.18726,0.50714
0.18158,0.50561
0.17625,0.50313
0.17143,0.49975
0.16727,0.4956
0.1639,0.49078
0.16141,0.48545
0.15989,0.47976
0.15938,0.4739
0.15989,0.46804
0.16141,0.46236
0.1639,0.45703
0.16727,0.45221
0.17143,0.44805
0.17625,0.44468
0.18158,0.4422
0.18726,0.44067
0.19312,0.44016
0.19898,0.44067
0.20466,0.4422
0.21,0.44468
0.21481,0.44805
0.21897,0.45221
0.22235,0.45703
0.22483,0.46236
0.22635,0.46804
