117.54,127.66,125.77
138.81,127.66,118.68
136.73,127.66,109.18
134.13,127.66,100.4
131.11,127.66,92.568
127.75,127.66,85.867
124.17,127.66,80.439
120.45,127.66,76.39
116.7,127.66,73.792
112.99,127.66,72.687
109.44,127.66,73.089
106.11,127.66,74.982
103.09,127.66,78.326
100.46,127.66,83.053
98.292,127.66,89.065
96.646,127.66,96.237
95.581,127.66,104.41
95.143,127.66,113.39
95.367,127.66,122.96
96.27,127.66,132.86
97.852,127.66,142.8
100.09,127.66,152.46
102.93,127.66,161.53
106.31,127.66,169.66
110.12,127.66,176.55
114.23,127.66,181.92
118.51,127.66,185.53
122.8,127.66,187.21
126.94,127.66,186.88
130.77,127.66,184.55
134.15,127.66,180.31
136.96,127.66,174.34
139.11,127.66,166.89
140.53,127.66,158.26
141.19,127.66,148.77
141.1,127.66,138.79
140.29,127.66,128.65
