63.754,2.3004e-14,0
63.754,30,0
63.754,29.544,5.2094
63.754,28.191,10.261
63.754,25.981,15
63.754,22.981,19.284
63.754,19.284,22.981
63.754,15,25.981
63.754,10.261,28.191
63.754,5.2094,29.544
63.754,2.4841e-14,30
63.754,-5.2094,29.544
63.754,-10.261,28.191
63.754,-15,25.981
63.754,-19.284,22.981
63.754,-22.981,19.284
63.754,-25.981,15
63.754,-28.191,10.261
63.754,-29.544,5.2094
63.754,-30,3.6739e-15
63.754,-29.544,-5.2094
63.754,-28.191,-10.261
63.754,-25.981,-15
63.754,-22.981,-19.284
63.754,-19.284,-22.981
63.754,-15,-25.981
63.754,-10.261,-28.191
63.754,-5.2094,-29.544
63.754,1.7493e-14,-30
63.754,5.2094,-29.544
63.754,10.261,-28.191
63.754,15,-25.981
63.754,19.284,-22.981
63.754,22.981,-19.284
63.754,25.981,-15
63.754,28.191,-10.261
63.754,29.544,-5.2094
