1,2,3,4,5,6
0.816091954022989,0.908045977011494,0.831460674157303,0.842696629213483,0.232558139534884,0.896551724137931
0.956043956043956,1,1,0.844444444444444,0.83695652173913,1
1,0.902173913043478,1,0.911111111111111,1,0.909090909090909
0.315217391304348,0.218390804597701,0.0777777777777778,0.522222222222222,0.0652173913043478,0.0659340659340659
1,1,0.933333333333333,1,0.850574712643678,0.795454545454545
0.791208791208791,1,1,0.911111111111111,1,1
0.417582417582418,1,0.932584269662921,1,0.978260869565217,0.923913043478261
0.366666666666667,0.0978260869565217,0.0769230769230769,0.1,0.0888888888888889,0.261363636363636
0.98876404494382,0.886363636363636,0.919540229885057,0.777777777777778,0.912087912087912,1
1,1,0.944444444444444,0.888888888888889,0.932584269662921,0.931818181818182
0.548387096774194,1,0.83695652173913,0.833333333333333,1,0.922222222222222
0,0.1,0.409090909090909,0,0.101123595505618,0.111111111111111
0.887640449438202,0.944444444444444,1,0.588888888888889,0.855555555555556,0.866666666666667
0.914893617021277,1,0.932584269662921,0.733333333333333,0.944444444444444,0.923913043478261
0.933333333333333,1,1,0.733333333333333,1,1
0.120879120879121,0.172413793103448,0.134831460674157,0.133333333333333,0.142857142857143,0.130434782608696
0.887640449438202,0.955555555555556,0.831460674157303,0.833333333333333,0.920454545454545,0.823529411764706
0.747252747252747,1,1,0.977777777777778,0.988888888888889,1
0.288888888888889,1,1,0.677777777777778,1,1
0,0.477777777777778,0.230769230769231,0,0.222222222222222,0.177777777777778
0.842696629213483,0.909090909090909,1,0.633333333333333,0.877777777777778,0.858695652173913
1,1,0.888888888888889,0.622222222222222,0.922222222222222,0.896551724137931
0.344086021505376,0.932584269662921,0.955555555555556,1,1,1
0,0.133333333333333,0.147727272727273,0.177777777777778,0.137931034482759,0.241758241758242
0.844444444444444,0.920454545454545,0.881720430107527,0.744444444444444,0.822222222222222,0.933333333333333
0.771739130434783,0.955555555555556,1,0.933333333333333,0.934782608695652,1
0.0555555555555556,1,1,1,0.955555555555556,1
0,0.151162790697674,0.411111111111111,0.2,0.21978021978022,0.521739130434783
0.1,0.855555555555556,0.933333333333333,0.791208791208791,0.597701149425287,0.943820224719101
0,1,1,1,0.945054945054945,0.921348314606742
0,0.922222222222222,1,0.877777777777778,0.97752808988764,0.910112359550562
0,0.184782608695652,0.318681318681319,0.224719101123595,0.255555555555556,0.177777777777778
0.123595505617978,0.9,0.831460674157303,0.766666666666667,0.989010989010989,0.806451612903226
0.466666666666667,0.956043956043956,0.933333333333333,1,1,1
0.130434782608696,1,0.922222222222222,0.677777777777778,1,1
0.0465116279069767,0.377777777777778,0.411111111111111,0.255555555555556,0.494252873563218,0.409090909090909
0.684782608695652,0.944444444444444,0.923076923076923,0.9,1,1
0.934065934065934,0.932584269662921,1,0.977777777777778,0.89010989010989,0.945652173913043
1,0.91304347826087,0.967032967032967,0.9,0.932584269662921,0.921348314606742
0.111111111111111,0.211111111111111,0.318681318681319,0.455555555555556,0.451612903225806,0.358695652173913
0.155555555555556,0.791208791208791,0.922222222222222,0.655555555555556,0.735632183908046,1
0,0.943820224719101,0.933333333333333,0.711111111111111,0.720430107526882,1
0,1,1,0.888888888888889,1,1
0,0.450549450549451,0.461538461538462,0.266666666666667,0.644444444444444,0.51685393258427
0,0.932584269662921,1,0.955555555555556,1,0.989010989010989
0,0.923076923076923,0.855555555555556,0.788888888888889,0.933333333333333,0.876404494382023
0.0549450549450549,1,0.888888888888889,0.655555555555556,0.989247311827957,1
0,0.241758241758242,0.255555555555556,0.266666666666667,0.0344827586206897,0.275862068965517
NaN,0.735632183908046,0.733333333333333,0.744444444444444,0.777777777777778,0.688888888888889
NaN,1,1,0.988888888888889,0.911111111111111,1
NaN,1,1,0.911111111111111,0.988888888888889,0.966666666666667
NaN,0.255555555555556,0.302325581395349,0.277777777777778,0.315217391304348,0.315217391304348
NaN,0.901098901098901,0.633333333333333,0.711111111111111,0.9,0.977272727272727
NaN,0.816091954022989,0.925531914893617,0.922222222222222,1,1
NaN,0.944444444444444,0.688888888888889,0.988888888888889,0.908045977011494,0.932584269662921
NaN,0.142857142857143,0.6,0.311111111111111,0.388888888888889,0.333333333333333
NaN,0.644444444444444,1,0.777777777777778,0.67032967032967,0.677777777777778
NaN,1,1,0.877777777777778,0.910112359550562,0.944444444444444
NaN,1,1,0.733333333333333,0.956989247311828,1
NaN,0.406593406593407,0.311111111111111,0.3,0.314606741573034,0.459770114942529
NaN,1,0.978021978021978,0.811111111111111,0.593406593406593,1
NaN,0.933333333333333,0.933333333333333,0.922222222222222,0.820224719101124,1
NaN,0.827956989247312,0.989010989010989,1,1,0.945054945054945
NaN,0.277777777777778,0.333333333333333,0.555555555555556,0.566666666666667,0.32967032967033
NaN,0.677777777777778,0.622222222222222,0.9,0.9,0.659090909090909
NaN,1,0.880434782608696,0.944444444444444,0.879120879120879,0.869565217391304
