14,15,16,20,21,22,23,24,25,26,5,27,28,29,30,31,32,6,7,8,9,10,11,12,13
0,0.602272727,0.102272727,0.897727273,0,0.954545455,0.885057471,0.113636364,0.420454545,0,0.965909091,0.954545455,0.068181818,0,0,0,0,0.909090909,0.886363636,0.715909091,0.454545455,0.136363636,0.659090909,0.761363636,0.943181818
0,0.044444444,0.977777778,0.455555556,0.659090909,1,1,0.011111111,0.722222222,0.033333333,0.97752809,1,0.955555556,0.611111111,0.2,0,0.155555556,0.976470588,0.955555556,0.677777778,0.666666667,0.988888889,0.977777778,0.611111111,0.988764045
0.011111111,0.011111111,0.088888889,0.688888889,0.922222222,0.533333333,0.977777778,0,0.188888889,0.911111111,0.988888889,0.9,0.988888889,0.677777778,0.711111111,0,0,0.922077922,0.988888889,0.888888889,0.466666667,0.988888889,0.655555556,0.655555556,0.561797753
0.1,0.2,0.433333333,0.719101124,0.988888889,0.855555556,0.988888889,0,0.344444444,0.933333333,0.944444444,0.752808989,0.488888889,0.977777778,0.988888889,0.255555556,0.055555556,0.820224719,1,0.888888889,0.033333333,0.988888889,0.6,0.8,0.355555556
0.722222222,0,0.466666667,0.733333333,0.866666667,0.955555556,0.977777778,0,0.666666667,0.922222222,0.922222222,0.588888889,0.033333333,1,0.511111111,0.955555556,0.544444444,0.644444444,0.955555556,0.811111111,0.822222222,0.633333333,0.922222222,0.666666667,0.3
0.733333333,0,0,0.277777778,0.766666667,0.9,0.755555556,0,0.788888889,0.411111111,0.988888889,0.422222222,0.522222222,1,0.322222222,0.888888889,0.411111111,0.833333333,1,0.955555556,0.533333333,0.833333333,0.577777778,0.422222222,0.055555556
0.033333333,0.011111111,0,0.033333333,0.066666667,0.077777778,0.066666667,0,0.077777778,0.033333333,0.122222222,0.1,0.055555556,0.066666667,0.077777778,0.088888889,0.011111111,0.111111111,0.077777778,0.011235955,0.077777778,0.122222222,0.111111111,0.055555556,0
0.433333333,0,0.022222222,0.844444444,0.633333333,0.933333333,0.911111111,0.1,0.877777778,0.066666667,0.655555556,0.944444444,0.766666667,0.344444444,0.866666667,0.466666667,0.111111111,0.433333333,0.788888889,0.455555556,0.887640449,0.866666667,0.955555556,0.922222222,0.166666667
0.588888889,0,0.4,0.744444444,0.522222222,1,1,0.533333333,0.888888889,0.033333333,0.588888889,0.3,0.655555556,0.266666667,0.211111111,0.988888889,0.2,0.766666667,0.766666667,0.6,0.344444444,1,0.433333333,0.988764045,0.677777778
0.533333333,0,0,0.844444444,0.788888889,0.988888889,0.744444444,0,0.966666667,0.944444444,0.7,0.888888889,0.355555556,0.411111111,0.4,0.988888889,0.666666667,0.6,0.733333333,0.444444444,0.7,1,0.688888889,0.911111111,0.055555556
0.688888889,0,0.2,0.766666667,0.788888889,0.622222222,0.833333333,0.311111111,0.911111111,0.911111111,0.644444444,0.573033708,0.266666667,0.133333333,0.766666667,0.988888889,0.577777778,0.144444444,0.988888889,0.066666667,0.566666667,0.522222222,0.777777778,0.711111111,1
0.033333333,0,0.055555556,0.744444444,1,0.644444444,0.8,1,0.822222222,0.666666667,0.966666667,0.384615385,0.688888889,0.044444444,0.244444444,0.922222222,0.544444444,0.833333333,1,0.622222222,0.277777778,0.911111111,0.6,0.133333333,0.722222222
0.555555556,0,0.444444444,0.733333333,0.988888889,0.966666667,0.9,0.722222222,0.422222222,0.722222222,0.944444444,0.869565217,0.755555556,0.233333333,0.688888889,0.666666667,0.244444444,0.9,1,0.311111111,0.7,0.733333333,0.977777778,0.6,0.611111111
0,0,0.033333333,0.077777778,0.088888889,0.044444444,0.077777778,0.044444444,0.088888889,0.077777778,0.1,0.088888889,0.1,0,0.088888889,0.111111111,0.1,0.066666667,0.1,0.066666667,0.088888889,0.088888889,0.133333333,0.422222222,0
0.822222222,0,0.522222222,0.833333333,0.655555556,0.911111111,0.888888889,0.855555556,0.855555556,0.288888889,0.922222222,0.855555556,0,0.411111111,0.488888889,0.922222222,0.877777778,0.6,0.522222222,0.788888889,0.8,0.866666667,0.522222222,1,0.122222222
0.477777778,0.411111111,0.088888889,0.933333333,0.733333333,0.988888889,0.744444444,0.866666667,0.844444444,0.055555556,0.933333333,0.877777778,0.522222222,0.133333333,0.633333333,0.7,0.122222222,0.411111111,0.666666667,0.844444444,0.055555556,0.977777778,0.533333333,1,0.111111111
0.777777778,0.322222222,0.488888889,0.922222222,0.9,1,0.466666667,0.444444444,0.977777778,0.733333333,0.755555556,0.4,0.822222222,0.211111111,0.266666667,0.188888889,0.788888889,0.566666667,0.9,0.588888889,0.4,0.842696629,0.877777778,0.8,0.422222222
0.288888889,0.311111111,0.433333333,0.955555556,0.844444444,0.988888889,0.744444444,0.544444444,0.611111111,0.977777778,0.786516854,0.744444444,0.633333333,0.311111111,0.422222222,0,0.977777778,0.366666667,0.911111111,0.911111111,0.888888889,0.855555556,0.944444444,0.133333333,0.244444444
0.662921348,0.622222222,0.022222222,0.644444444,0.922222222,0.977777778,0.811111111,0.266666667,0.766666667,0.477777778,0.688888889,0.711111111,0.855555556,0,0.233333333,0.322222222,0.2,0.577777778,0.877777778,0.811111111,0.2,0.788888889,0.977777778,0.622222222,0.722222222
0.455555556,0.055555556,0.188888889,0.566666667,0.255555556,0.595505618,0.422222222,0.466666667,1,0.677777778,1,0.233333333,0.404494382,0.088888889,0.8,0.633333333,0.533333333,1,0.977777778,0.344444444,0.477777778,0.595505618,0.955555556,0.344444444,0.155555556
0,0.011111111,0.022222222,0.088888889,0.011111111,0.033333333,0.011111111,0.077777778,0.077777778,0,0.1,0.055555556,0.101123596,0.066666667,0.033333333,0.044444444,0,0.1,0.088888889,0,0.04494382,0.111111111,0.244444444,0.022222222,0.077777778
0.855555556,0.055555556,0,0.866666667,0.844444444,0.755555556,0.855555556,0.766666667,0.866666667,0.422222222,0.844444444,0.266666667,0.822222222,0.577777778,0.1,0.822222222,0.211111111,0.922222222,0.9,0.588888889,0.166666667,0.888888889,0.622222222,0.844444444,0.933333333
0.322222222,0.177777778,0.188888889,0.988888889,0.355555556,0.277777778,0.688888889,0.966666667,1,0.388888889,0.766666667,0.077777778,0.022222222,0.333333333,0.566666667,0.233333333,0.155555556,0.955555556,1,0.588888889,0.322222222,0.988888889,1,0.744444444,0.788888889
0.2,0,0.422222222,0.944444444,0.744444444,0.633333333,0.477777778,0.766666667,0.977777778,0.3,0.811111111,0.333333333,0.755555556,0.611111111,0.122222222,0.433333333,0.144444444,0.811111111,1,0.655555556,0.322222222,1,0.988888889,0.411111111,0.144444444
0.933333333,0.077777778,0.666666667,1,0.877777778,0.966666667,0.511111111,0.744444444,0.955555556,0.622222222,0.977777778,0.422222222,0.155555556,0.1,0.555555556,0.764044944,0.944444444,0.744444444,0.988888889,0.055555556,0.311111111,0.888888889,0.988888889,0.8,0.511111111
0.022222222,0.622222222,0.5,0.4,0.588888889,0.666666667,0.477777778,0.388888889,0.177777778,0.077777778,0.9,0.188888889,0.622222222,0.133333333,0.711111111,0.8,0.204545455,0.744444444,0.755555556,0.311111111,0.644444444,0.822222222,0.288888889,0.144444444,0.1
0.122222222,0.511111111,0.266666667,0.644444444,0.9,0.833333333,0.488888889,0.833333333,0.555555556,0,0.9,0.188888889,0.066666667,0.055555556,0.898876404,0.588888889,0.455555556,0.822222222,0.677777778,0.6,0.255555556,0.877777778,0.444444444,0.311111111,0.322222222
0.044444444,0,0.033333333,0.033333333,0.044444444,0.011111111,0.122222222,0.044444444,0.4,0,0.122222222,0,0.088888889,0,0.133333333,0.144444444,0.1,0.1,0.1,0.011111111,0.033333333,0.088888889,0.111111111,0.055555556,0.123595506
0.666666667,0.066666667,0.877777778,0.833333333,0.877777778,0.588888889,0.866666667,0,0.777777778,0.544444444,0.744444444,0,0.511111111,0.422222222,0.455555556,0.704545455,0.611111111,0.888888889,0.866666667,0.533333333,0.466666667,0.322222222,0.866666667,0.233333333,0.9
1,0.3,0.633333333,1,0.922222222,0.633333333,0.977777778,0.755555556,0.877777778,0.188888889,0.9,0.033333333,0.288888889,0.477777778,0.833333333,0.382022472,0.944444444,0.866666667,0.911111111,0.655555556,0.522222222,0.744444444,0.2,0.144444444,0.588888889
0.988888889,0.433333333,0.483146067,0.955555556,0.933333333,0.877777778,1,0.477777778,0.877777778,0.111111111,0.922222222,0,0.455555556,0.077777778,0.988888889,0.511111111,0.066666667,0.988888889,0.844444444,0.344444444,0.211111111,0.877777778,0,0.3,0.188888889
0.898876404,0.6,0.411111111,0.944444444,0.666666667,0.8,0.588888889,0.066666667,0.833333333,0.988888889,0.9,0.244444444,0.588888889,0.344444444,0.366666667,0.222222222,0.266666667,0.911111111,0.8,0.382022472,0.333333333,0.666666667,0.111111111,0.644444444,0.455555556
0.555555556,0.111111111,0.688888889,0.555555556,0.4,0.844444444,1,0.777777778,0.711111111,0.322222222,0.811111111,0.811111111,0.111111111,0.366666667,0.833333333,0.366666667,0.566666667,0.766666667,0.766666667,0.055555556,0.555555556,0.644444444,0.4,0.090909091,0.444444444
0.044444444,0.4,0.022222222,0.4,0.566666667,0.866666667,0.788888889,0.188888889,0.887640449,0.066666667,0.811111111,0.733333333,0.655555556,0.211111111,0.333333333,0.444444444,0.144444444,0.744444444,0.775280899,0.288888889,0.777777778,0.622222222,0.066666667,0.9,0.366666667
