   0.0 	      0 
  18.0 	      2 
  21.0 	      2 
  24.0 	      2 
  27.0 	      2 
  30.0 	      2 
  33.0 	      2 
  36.0 	      8 
  39.0 	      8 
  42.0 	      8 
  45.0 	      8 
  48.0 	      8 
  51.0 	      8 
  54.0 	      4 
  57.0 	      4 
  60.0 	      4 
  63.0 	      4 
  66.0 	      4 
  69.0 	      4 
  72.0 	     10 
  75.0 	     10 
  78.0 	     10 
  81.0 	     10 
  84.0 	     10 
  87.0 	     10 
  90.0 	      1 
  93.0 	      1 
  96.0 	      1 
  99.0 	      1 
 102.0 	      1 
 105.0 	      1 
 108.0 	      0 
 126.0 	      6 
 129.0 	      6 
 132.0 	      6 
 135.0 	      6 
 138.0 	      6 
 141.0 	      6 
 144.0 	      5 
 147.0 	      5 
 150.0 	      5 
 153.0 	      5 
 156.0 	      5 
 159.0 	      5 
 162.0 	      9 
 165.0 	      9 
 168.0 	      9 
 171.0 	      9 
 174.0 	      9 
 177.0 	      9 
 180.0 	      3 
 183.0 	      3 
 186.0 	      3 
 189.0 	      3 
 192.0 	      3 
 195.0 	      3 
 198.0 	      7 
 201.0 	      7 
 204.0 	      7 
 207.0 	      7 
 210.0 	      7 
 213.0 	      7 
 216.0 	      0 
 234.0 	      7 
 237.0 	      7 
 240.0 	      7 
 243.0 	      7 
 246.0 	      7 
 249.0 	      7 
 252.0 	      3 
 255.0 	      3 
 258.0 	      3 
 261.0 	      3 
 264.0 	      3 
 267.0 	      3 
 270.0 	      9 
 273.0 	      9 
 276.0 	      9 
 279.0 	      9 
 282.0 	      9 
 285.0 	      9 
 288.0 	      5 
 291.0 	      5 
 294.0 	      5 
 297.0 	      5 
 300.0 	      5 
 303.0 	      5 
 306.0 	      6 
 309.0 	      6 
 312.0 	      6 
 315.0 	      6 
 318.0 	      6 
 321.0 	      6 
 324.0 	      0 
 342.0 	      1 
 345.0 	      1 
 348.0 	      1 
 351.0 	      1 
 354.0 	      1 
 357.0 	      1 
 360.0 	     10 
 363.0 	     10 
 366.0 	     10 
 369.0 	     10 
 372.0 	     10 
 375.0 	     10 
 378.0 	      4 
 381.0 	      4 
 384.0 	      4 
 387.0 	      4 
 390.0 	      4 
 393.0 	      4 
 396.0 	      8 
 399.0 	      8 
 402.0 	      8 
 405.0 	      8 
 408.0 	      8 
 411.0 	      8 
 414.0 	      2 
 417.0 	      2 
 420.0 	      2 
 423.0 	      2 
 426.0 	      2 
 429.0 	      2 
 432.0 	      0 
