Run,IMA,Subject,Session,Blocknumber,Blocktype,Stimulus,ProbeTrial,Correct,StimulusDuration,GrayDuration,ChoiceDuration,ITIDuration,CorrectLocation,UpperRightChoice,LowerRightChoice,LowerLeftChoice,UpperLeftChoice,CorrectChoiceStim,ChoiceLocation,ChoiceStimuli,PercentFixationStim,MedianDistanceStim,Complete
8,11,Jeeves,2024-01-22,1,Chromatic,Spade,1,0,3,0,1,3,LowerRight,LightYellow,LightTurquiose,DarkGray,LightPurple,LightTurquiose,None,None,0,14.4421119964432,0
8,11,Jeeves,2024-01-22,2,Chromatic,Rabbit,1,0,3,0,1,3,UpperLeft,LightYellow,DarkGray,LightTurquiose,LightPurple,LightPurple,None,None,0.0520446096654275,10.5806188525732,0
8,11,Jeeves,2024-01-22,3,Chromatic,UpArrow,1,0,3,0,1,3,LowerLeft,,,,,,None,None,NaN,NaN,0
8,11,Jeeves,2024-01-22,4,Colors,DarkGreen,1,0,3,0,1,3,LowerLeft,,,,,,None,None,NaN,NaN,0
8,11,Jeeves,2024-01-22,5,Colors,DarkGreen,1,0,3,0,1,3,UpperLeft,,,,,,None,None,NaN,NaN,0
8,11,Jeeves,2024-01-22,6,Chromatic,Rabbit,1,0,3,0,1,3,UpperLeft,,,,,,None,None,NaN,NaN,0
8,11,Jeeves,2024-01-22,7,Chromatic,Bar,1,0,3,0,1,3,LowerRight,,,,,,None,None,NaN,NaN,0
8,11,Jeeves,2024-01-22,8,Colors,DarkRed,1,0,3,0,1,3,UpperLeft,,,,,,None,None,NaN,NaN,0
8,11,Jeeves,2024-01-22,9,Colors,DarkBlue,1,0,3,0,1,3,LowerLeft,,,,,,None,None,NaN,NaN,0
8,11,Jeeves,2024-01-22,10,Colors,DarkRed,1,0,3,0,1,3,UpperLeft,,,,,,None,None,NaN,NaN,0
8,11,Jeeves,2024-01-22,11,Colors,LightYellow,1,0,3,0,1,3,UpperRight,,,,,,None,None,NaN,NaN,0
8,11,Jeeves,2024-01-22,12,Chromatic,UpArrow,1,0,3,0,1,3,LowerLeft,,,,,,None,None,NaN,NaN,0
8,11,Jeeves,2024-01-22,13,Colors,DarkBlue,1,0,3,0,1,3,UpperLeft,,,,,,None,None,NaN,NaN,0
8,11,Jeeves,2024-01-22,14,Colors,LightTurquiose,1,0,3,0,1,3,UpperLeft,,,,,,None,None,NaN,NaN,0
8,11,Jeeves,2024-01-22,15,Colors,DarkRed,1,0,3,0,1,3,LowerLeft,,,,,,None,None,NaN,NaN,0
